ward,item,location,cost,year,category
1,Alley Resurfacing Menu (1-1),W FULLERTON AVE &  N WESTERN AVE&N ARTESIAN AVE &  W ALTGELD ST; 2440 N WESTERN AVE,26096.08,2019,Alleys
1,Alley Resurfacing Menu (1-1),W OHIO ST &  N DAMEN AVE&W RACE AVE &  N WOLCOTT AVE,17652.5,2019,Alleys
1,Alley Resurfacing Menu,1400 N CAMPBELL AVE; N CAMPBELL AVE &  W LE MOYNE ST&W HIRSCH ST &  N MAPLEWOOD AVE,42062.5,2019,Alleys
1,Alley Resurfacing Menu,2426 W NORTH AVE; W NORTH AVE &  N ARTESIAN AVE&N WESTERN AVE &  W WABANSIA AVE,49754.75,2019,Alleys
1,Alley Resurfacing Menu,2726 W CHANAY ST; W CHANAY ST &  N POINT ST,11142.29,2019,Alleys
1,Alley Resurfacing Menu,2727 W CHANAY ST; W JULIA CT &  N STAVE ST&N STAVE ST &  W ST HELEN ST,17897.62,2019,Alleys
1,Alley Resurfacing Menu,3221 W ARMITAGE AVE; W ARMITAGE AVE &  N KEDZIE AVE&N SAWYER AVE &  W CORTLAND ST,52544.93,2019,Alleys
1,Alley Resurfacing Menu,N ARTESIAN AVE &  W WABANSIA AVE&W NORTH AVE &  N CAMPBELL AVE; 1614 N ARTESIAN AVE,57355.82,2019,Alleys
1,Alley Resurfacing Menu,N ROCKWELL ST &  W CORTLAND ST&N TALMAN AVE &  W BLOOMINGDALE AVE,70987.02,2019,Alleys
1,Alley Resurfacing Menu,N WHIPPLE ST &  W BLOOMINGDALE AVE&N HUMBOLDT BLVD W &  W CORTLAND ST,30312.28,2019,Alleys
1,Alley Resurfacing Menu,W CORTEZ ST &  N CALIFORNIA AVE&N WASHTENAW AVE &  W THOMAS ST; 2700 W CORTEZ ST,54835.03,2019,Alleys
1,Alley Speed Hump Replacement,1400 N CAMPBELL AVE; N CAMPBELL AVE &  W LE MOYNE ST&W HIRSCH ST &  N MAPLEWOOD AVE,0,2019,Alleys
1,Alley Speed Hump Replacement,3221 W ARMITAGE AVE; W ARMITAGE AVE &  N KEDZIE AVE&N SAWYER AVE &  W CORTLAND ST,0,2019,Alleys
1,Alley Speed Hump Replacement,N ARTESIAN AVE &  W WABANSIA AVE&W NORTH AVE &  N CAMPBELL AVE; 1614 N ARTESIAN AVE,0,2019,Alleys
1,Alley Speed Hump Replacement,W CORTEZ ST &  N CALIFORNIA AVE&N WASHTENAW AVE &  W THOMAS ST; 2700 W CORTEZ ST,0,2019,Alleys
1,Alley Speed Hump Replacement,W FULLERTON AVE &  N WESTERN AVE&N ARTESIAN AVE &  W ALTGELD ST; 2440 N WESTERN AVE,0,2019,Alleys
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N CALIFORNIA AVE &  W ALTGELD ST,600,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N CALIFORNIA AVE &  W PALMER ST,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N CALIFORNIA AVE &  W SHAKESPEARE AVE,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N DAMEN AVE &  W EVERGREEN AVE,600,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N DAMEN AVE &  W HURON ST,600,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N DAMEN AVE &  W LE MOYNE ST,1200,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N MILWAUKEE AVE &  N HONORE ST,700,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N MILWAUKEE AVE &  N WASHTENAW AVE,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N MILWAUKEE AVE &  W MEDILL AVE,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",W AUGUSTA BLVD &  N PAULINA ST,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",W DIVISION ST &  N HOYNE AVE,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",W DIVISION ST &  N PAULINA ST,350,2019,Pedestrian Infrastructure
1,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",W DIVISION ST &  N WOLCOTT AVE,350,2019,Pedestrian Infrastructure
1,LPR Reader: 1899 N MOZART,1900 N MOZART ST,30431.35,2019,Misc.
1,Maplewood Park Field House 2019 Phase II Menu Contribution,1640 N MAPLEWOOD AVE,250000,2019,Parks
1,POD Camera Relocation to 2536 W Cortland,2536 W CORTLAND ST,1800,2019,Police Cameras
1,POD Relocation: 2701 W Francis Pl,2701 W FRANCIS PL,1800,2019,Misc.
1,Sidewalk Menu,1027 N HERMITAGE AVE,2702.48,2019,Sidewalk Repair
1,Sidewalk Menu,1220 N DAMEN AVE,1430.77,2019,Sidewalk Repair
1,Sidewalk Menu,1264 N WOOD ST,2097.82,2019,Sidewalk Repair
1,Sidewalk Menu,1289 N MILWAUKEE AVE,22454.92,2019,Sidewalk Repair
1,Sidewalk Menu,1332 N WOLCOTT AVE,1194.74,2019,Sidewalk Repair
1,Sidewalk Menu,1378 W GRAND AVE,12964.67,2019,Sidewalk Repair
1,Sidewalk Menu,1457 W ERIE ST,4700.85,2019,Sidewalk Repair
1,Sidewalk Menu,1528-1531 N TALMAN AVE,3817.67,2019,Sidewalk Repair
1,Sidewalk Menu,1539-1541 W WALTON ST,3931.72,2019,Sidewalk Repair
1,Sidewalk Menu,1542 N CAMPBELL AVE,10482.66,2019,Sidewalk Repair
1,Sidewalk Menu,1709 N FRANCISCO AVE,7245,2019,Sidewalk Repair
1,Sidewalk Menu,1829 W ELLEN ST,1640.28,2019,Sidewalk Repair
1,Sidewalk Menu,1832 N WASHTENAW AVE,1387.01,2019,Sidewalk Repair
1,Sidewalk Menu,1859 W CHICAGO AVE,6874.11,2019,Sidewalk Repair
1,Sidewalk Menu,1935 W HURON ST,1737.08,2019,Sidewalk Repair
1,Sidewalk Menu,2009 W SCHILLER ST,67158,2019,Sidewalk Repair
1,Sidewalk Menu,2115 N CALIFORNIA AVE,2652.05,2019,Sidewalk Repair
1,Sidewalk Menu,2346 W RICE ST,4020.41,2019,Sidewalk Repair
1,Sidewalk Menu,2346 W SUPERIOR ST,949.49,2019,Sidewalk Repair
1,Sidewalk Menu,2418 W CORTEZ ST,2278.1,2019,Sidewalk Repair
1,Sidewalk Menu,2439 W FULLERTON AVE,31874.46,2019,Sidewalk Repair
1,Sidewalk Menu,2457 N FAIRFIELD AVE,17015.2,2019,Sidewalk Repair
1,Sidewalk Menu,2548 W ARMITAGE AVE,3182.46,2019,Sidewalk Repair
1,Sidewalk Menu,2727 W HADDON AVE,2797.96,2019,Sidewalk Repair
1,Sidewalk Menu,3101 W ARMITAGE AVE,32387.34,2019,Sidewalk Repair
1,Sidewalk Menu,3436 W CORTLAND ST,13554.84,2019,Sidewalk Repair
1,Sidewalk Menu,516 N ADA ST,2386.85,2019,Sidewalk Repair
1,Sidewalk Menu,836 N GREENVIEW AVE,3036.14,2019,Sidewalk Repair
1,Street Bump Outs Menu,N WOOD ST &  W OHIO ST,52530,2019,Pedestrian Infrastructure
1,Street Light Upgrade Menu,2024 N STAVE ST,500,2019,Lighting
1,Street Resurfacing Menu (1-5),ON N LEAVITT ST FROM W DIVISION ST  (1200 N) TO W NORTH AVE  (1600 N),45939.88,2019,Street Resurfacing
1,Street Resurfacing Menu (1-5),ON W POTOMAC AVE FROM N OAKLEY BLVD  (2300 W) TO N LEAVITT ST  (2200 W),53654.34,2019,Street Resurfacing
1,Street Resurfacing Menu,ON N HONORE ST FROM N WICKER PARK AVE  (1500 N) TO N MILWAUKEE AVE  (1520 N),23128.24,2019,Street Resurfacing
1,Street Resurfacing Menu,ON N OAKLEY AVE FROM W POTOMAC AVE  (1300 N) TO W HIRSCH ST  (1400 N),50416.47,2019,Street Resurfacing
1,Street Resurfacing Menu,ON N TALMAN AVE FROM W BLOOMINGDALE AVE  (1800 N) TO W WABANSIA AVE  (1700 N),67150.16,2019,Street Resurfacing
1,Street Resurfacing Menu,ON W WALTON ST FROM N WOOD ST  (1800 W) TO N HERMITAGE AVE  (1740 W),21103.65,2019,Street Resurfacing
1,Street Speed Hump Menu,ON N CAMPBELL AVE FROM W NORTH AVE  (1600 N) TO W WABANSIA AVE  (1700 N),4700,2019,Street Redesign
1,Street Speed Hump Menu,ON W CHESTNUT ST FROM N GREENVIEW AVE  (1500 W) TO N ASHLAND AVE  (1600 W),4700,2019,Street Redesign
1,Street Speed Hump Menu,ON W CRYSTAL ST FROM N HERMITAGE AVE  (1730 W) TO N WOOD ST  (1800 W),2350,2019,Street Redesign
1,Street Speed Hump Menu,ON W ERIE ST FROM N WOLCOTT AVE  (1900 W) TO N DAMEN AVE  (2000 W),4700,2019,Street Redesign
1,Street Speed Hump Replacement,ON N OAKLEY AVE FROM W POTOMAC AVE  (1300 N) TO W HIRSCH ST  (1400 N),0,2019,Street Resurfacing
2,Alley Resurfacing Menu (1-1),2100 N MAGNOLIA AVE; N MAGNOLIA AVE &  W DICKENS AVE&W WEBSTER AVE &  N LAKEWOOD AVE,36000,2019,Alleys
2,Alley Resurfacing Menu,501 W NORTH AVE; W NORTH AVE &  N CLEVELAND AVE&W BLACKHAWK ST &  N MOHAWK ST,2077.92,2019,Alleys
2,Alley Resurfacing Menu,W DIVISION ST &  N BOSWORTH AVE&W BLACKHAWK ST &  N GREENVIEW AVE; 1520 W DIVISION ST,8660.65,2019,Alleys
2,Curb & Gutter Menu,1325 N NOBLE ST,22209.92,2019,Street Resurfacing
2,Curb & Gutter Menu,ON N MIES VAN DER ROHE WAY FROM E CHICAGO AVE  (800 N) TO E PEARSON ST  (830 N),150000,2019,Street Resurfacing
2,"In-Road ""State Law Stop For Pedestrians"" Signs Menu",N CLYBOURN AVE &  W WISCONSIN ST,350,2019,Pedestrian Infrastructure
2,Lake Shore Park Irrigation System,808 N LAKE SHORE DR,113000,2019,Parks
2,Left-Turn Arrow Menu,E CHICAGO AVE &  N MIES VAN DER ROHE WAY,32199.33,2019,Street Redesign
2,Left-Turn Arrow Menu,W NORTH AVE &  N WELLS ST,58043.03,2019,Street Redesign
2,Pedestrian Refuge Island Menu,N LA SALLE DR &  W BURTON PL,37800.67,2019,Pedestrian Infrastructure
2,POD CAMERA: FULLERTON & LAKEWOOD,W FULLERTON AVE &  N LAKEWOOD AVE,24776,2019,Police Cameras
2,POD CAMERA: LAKE SHORE PARK,808 N LAKE SHORE DR,24776,2019,Police Cameras
2,Sidewalk Menu,1601 N ORCHARD ST,14517.27,2019,Sidewalk Repair
2,Speed Indicator Signs,885 N CLARK ST,14000,2019,Misc.
2,Street Light Arterial Menu,ON N MIES VAN DER ROHE WAY FROM E CHICAGO AVE  (800 N) TO E PEARSON ST  (830 N),70000,2019,Lighting
2,Street Light Residential Staggered Piggy Back Menu,108 W GERMANIA PL,12052.76,2019,Lighting
2,Street Resurfacing Menu,ON N BOSWORTH AVE FROM W LE MOYNE ST  (1500 N) TO W BLACKHAWK ST  (1400 N),63662.16,2019,Street Resurfacing
2,Street Resurfacing Menu,ON N BURLING ST FROM W WILLOW ST  (1800 N) TO W CONCORD PL  (1610 N),89800.08,2019,Street Resurfacing
2,Street Resurfacing Menu,ON N DEWITT PL FROM E PEARSON ST  (830 N) TO E CHESTNUT ST  (860 N),8140.64,2019,Street Resurfacing
2,Street Resurfacing Menu,ON N WAYNE AVE FROM W BELDEN AVE  (2300 N) TO W FULLERTON AVE  (2400 N),51011.71,2019,Street Resurfacing
2,Street Resurfacing Menu,ON N WINCHESTER AVE FROM W THOMAS ST  (1100 N) TO W DIVISION ST  (1200 N),11969.83,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W CONCORD LN FROM N NORTH PARK AVE  (300 W) TO N SEDGWICK ST  (400 W),37363.26,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W DELAWARE PL FROM N DEARBORN ST  (40 W) TO N CLARK ST  (100 W),26809.51,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W RICE ST FROM N DAMEN AVE  (2000 W) TO N OAKLEY BLVD  (2300 W),168251.52,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W SCHILLER ST FROM N HOYNE AVE  (2100 W) TO N LEAVITT ST  (2200 W),52102.8,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W SCHILLER ST FROM N WELLS ST  (200 W) TO N LA SALLE DR  (140 W),24265.41,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W SCOTT ST FROM N WELLS ST  (200 W) TO N ORLEANS ST  (310 W),53707.37,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W THOMAS ST FROM N DAMEN AVE  (2000 W) TO N LEAVITT ST  (2200 W),84789.78,2019,Street Resurfacing
2,Street Resurfacing Menu,ON W WALTON ST FROM N DEARBORN ST  (40 W) TO N STATE ST  (0 E),15912.37,2019,Street Resurfacing
2,Street Speed Hump Menu,ON N LEAVITT ST FROM W CORTEZ ST  (1030 N) TO W AUGUSTA BLVD  (1000 N),2350,2019,Street Redesign
2,Street Speed Hump Menu,ON W IOWA ST FROM N DAMEN AVE  (2000 W) TO N HOYNE AVE  (2100 W),4700,2019,Street Redesign
2,Street Speed Hump Menu,ON W JULIAN ST FROM N PAULINA ST  (1700 W) TO N WOOD ST  (1800 W),4700,2019,Street Redesign
2,Street Speed Hump Replacement,ON W SCOTT ST FROM N WELLS ST  (200 W) TO N ORLEANS ST  (310 W),0,2019,Street Resurfacing
3,Alley Resurfacing Menu (1-1),E 40TH ST &  S INDIANA AVE&E 41ST ST &  S PRAIRIE AVE,32069.88,2019,Alleys
3,Alley Resurfacing Menu,E 34TH ST &  S MICHIGAN AVE&E 35TH ST &  S INDIANA AVE,40002.64,2019,Alleys
3,Alley Resurfacing Menu,E 41ST ST &  S MICHIGAN AVE&E 42ND ST &  S WABASH AVE,26848.02,2019,Alleys
3,Alley Resurfacing Menu,E 51ST ST &  S MICHIGAN AVE&E 53RD ST &  S WABASH AVE,79062.25,2019,Alleys
3,Alley Speed Hump Replacement,E 44TH ST &  S VINCENNES AVE&E 44TH PL &  S ST LAWRENCE AVE,0,2019,Alleys
3,Alley Speed Hump Replacement,E 51ST ST &  S MICHIGAN AVE&E 53RD ST &  S WABASH AVE,0,2019,Alleys
3,Curb & Gutter Menu,2931 S FEDERAL ST,14646.81,2019,Street Resurfacing
3,Curb & Gutter Menu,3700-3714 S CALUMET AVE,61746,2019,Street Resurfacing
3,Miscellaneous CDOT Projects,4215-4229 S STATE ST,19841.84,2019,Misc. CDOT
3,Miscellaneous CDOT Projects,5118 S PRAIRIE AVE; 5305 S CALUMET AVE; 5241 S INDIANA AVE,600,2019,Misc. CDOT
3,Miscellaneous CDOT Projects,540-542 E 44TH PL; 4927-4937 S CALUMET AVE; 4215-4229 S STATE ST,1050,2019,Misc. CDOT
3,Miscellaneous CDOT Projects,542 E 47TH ST,10533,2019,Misc. CDOT
3,Miscellaneous CDOT Projects,E 43RD ST &  S DR MARTIN LUTHER KING JR DR E,1700,2019,Misc. CDOT
3,Pavement Markings Menu,S MICHIGAN AVE &  E 31ST ST,1287.21,2019,Street Redesign
3,Pedestrian Refuge Island Menu,S MICHIGAN AVE &  E 21ST ST,81625.26,2019,Pedestrian Infrastructure
3,Sidewalk Menu,1240-1330 S STATE ST,39479.48,2019,Sidewalk Repair
3,Sidewalk Menu,1406-1444 S PRAIRIE AVE,6835.92,2019,Sidewalk Repair
3,Sidewalk Menu,1515 S INDIANA AVE,18216.32,2019,Sidewalk Repair
3,Sidewalk Menu,3422 S PRAIRIE AVE,1479.36,2019,Sidewalk Repair
3,Sidewalk Menu,346 E 53RD ST,2792.43,2019,Sidewalk Repair
3,Sidewalk Menu,3736 S MICHIGAN AVE,27290.88,2019,Sidewalk Repair
3,Sidewalk Menu,4114 S MICHIGAN AVE,27887.43,2019,Sidewalk Repair
3,Sidewalk Menu,4466 S WELLS ST,22000.54,2019,Sidewalk Repair
3,Sidewalk Menu,5300-5330 S PRAIRIE AVE,19126.34,2019,Sidewalk Repair
3,Sidewalk Menu,ON E 41ST ST FROM S INDIANA AVE  (200 E) TO S PRAIRIE AVE  (300 E),58401.69,2019,Sidewalk Repair
3,Sidewalk Menu,ON S SHIELDS AVE FROM W 43RD ST  (4300 S) TO W 43RD PL  (4330 S),35011.54,2019,Sidewalk Repair
3,Speed Indicator Signs,S DR MARTIN LUTHER KING JR DR &  E 42ND ST,22000,2019,Misc.
3,Speed Indicator Signs,S INDIANA AVE &  E 32ND ST,22000,2019,Misc.
3,Speed Indicator Signs,S INDIANA AVE &  E 42ND ST,22000,2019,Misc.
3,Speed Indicator Signs,S INDIANA AVE &  E 48TH ST,22000,2019,Misc.
3,Speed Indicator Signs,S MICHIGAN AVE &  E 44TH ST,22000,2019,Misc.
3,Speed Indicator Signs,S MICHIGAN AVE &  E 48TH ST,22000,2019,Misc.
3,Street Resurfacing Menu (1-5),ON S FEDERAL ST FROM 1450 S TO W 14TH ST  (1400 S),38607.27,2019,Street Resurfacing
3,Street Resurfacing Menu (1-5),ON S FEDERAL ST FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),90913.93,2019,Street Resurfacing
3,Street Resurfacing Menu (1-5),ON S SHIELDS AVE FROM W 43RD ST  (4300 S) TO W 44TH PL  (4430 S),71645.22,2019,Street Resurfacing
3,Street Resurfacing Menu,ON E 42ND ST FROM S INDIANA AVE  (200 E) TO S PRAIRIE AVE  (300 E),57990.4,2019,Street Resurfacing
3,Street Resurfacing Menu,ON E 45TH ST FROM S PRAIRIE AVE  (300 E) TO S DR MARTIN LUTHER KING JR DR W (370 E),53533.02,2019,Street Resurfacing
3,Street Resurfacing Menu,ON E BOWEN AVE FROM S DR MARTIN LUTHER KING JR DR E (400 E) TO S VINCENNES AVE (500 E),60489.34,2019,Street Resurfacing
3,Street Resurfacing Menu,ON S PRAIRIE AVE FROM E 16TH ST  (1600 S) TO E 18TH ST  (1799 S),46146.74,2019,Street Resurfacing
3,Street Resurfacing Menu,ON S WALLACE ST FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),35909.95,2019,Street Resurfacing
3,Street Resurfacing Menu,ON W 48TH ST FROM S WABASH AVE  (50 E) TO S MICHIGAN AVE  (100 E),36322,2019,Street Resurfacing
3,Street Resurfacing Menu,ON W SWANN ST FROM 346 W TO S SHIELDS AVE  (340 W),10407.28,2019,Street Resurfacing
3,Street Speed Hump Menu,ON E 42ND ST FROM S PRAIRIE AVE  (300 E) TO S INDIANA AVE  (200 E),2350,2019,Street Redesign
3,Street Speed Hump Menu,ON S LAFAYETTE AVE FROM W 57TH ST  (5700 S) TO W 57TH PL  (5740 S),11750,2019,Street Redesign
3,Street Speed Hump Menu,ON S PRINCETON AVE FROM W 43RD PL  (4330 S) TO W 44TH PL  (4430 S),4700,2019,Street Redesign
3,Street Speed Hump Replacement,ON S FEDERAL ST FROM 1450 S TO W 14TH ST  (1400 S),0,2019,Street Resurfacing
3,Street Speed Hump Replacement,ON S FEDERAL ST FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),0,2019,Street Resurfacing
3,Street Speed Hump Replacement,ON S PLYMOUTH CT FROM W 14TH ST  (1400 S) TO W 13TH ST  (1300 S),0,2019,Street Resurfacing
3,Street Speed Hump Replacement,ON S WALLACE ST FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),0,2019,Street Resurfacing
3,Street Traffic Circle Menu,W 47TH ST &  S WENTWORTH AVE,15700,2019,Street Redesign
4,Alley Resurfacing Menu (1-1),E MADISON PARK &  S DORCHESTER AVE&S WOODLAWN AVE &  E 50TH ST,58877.22,2019,Alleys
4,Alley Speed Hump Replacement,E MADISON PARK &  S DORCHESTER AVE&S WOODLAWN AVE &  E 50TH ST,0,2019,Alleys
4,Arterial Street Bump Outs Menu,E 38TH ST &  S COTTAGE GROVE AVE,80635.44,2019,Pedestrian Infrastructure
4,Arterial Street Bump Outs Menu,E 50TH ST &  S COTTAGE GROVE AVE,49622.71,2019,Pedestrian Infrastructure
4,Miscellaneous CDOT Projects,4222 S LANGLEY AVE,150,2019,Misc. CDOT
4,Roosevelt Park Path Lighting,62 W ROOSEVELT RD,6500,2019,Lighting
4,Sidewalk Menu,E 47TH DR &  S LAKE PARK AVE,30736.07,2019,Sidewalk Repair
4,Sidewalk Menu,ON E 48TH ST FROM S COTTAGE GROVE AVE  (800 E) TO S DREXEL BLVD  (900 E),18693.02,2019,Sidewalk Repair
4,Sidewalk Menu,ON E 48TH ST FROM S EVANS AVE  (730 E) TO S COTTAGE GROVE AVE  (800 E),11448.02,2019,Sidewalk Repair
4,Sidewalk Menu,ON S COTTAGE GROVE AVE FROM E 37TH ST  (3700 S) TO E 37TH PL  (3729 S),30109.3,2019,Sidewalk Repair
4,Street Light Arterial Menu,ON S LAKE PARK AVE FROM E 43RD ST  (4299 S) TO E 47TH ST  (4699 S),45000,2019,Lighting
4,Street Light Pole Painting Menu,E 47TH ST &  S LAKE PARK AVE,3600,2019,Lighting
4,Street Resurfacing Menu (1-5),ON E 31ST PL FROM S VERNON AVE  (440 E) TO S RHODES AVE  (500 E),56131.97,2019,Street Resurfacing
4,Street Resurfacing Menu (1-5),ON E 50TH ST FROM S ST LAWRENCE AVE  (600 E) TO S COTTAGE GROVE AVE  (800 E),107156.44,2019,Street Resurfacing
4,Street Resurfacing Menu (1-5),ON S BLACKSTONE AVE FROM E HYDE PARK BLVD  (5100 S) TO E 53RD ST  (5300 S),100219.83,2019,Street Resurfacing
4,Street Resurfacing Menu,3941-4500 S DREXEL BLVD,150000,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 32ND ST FROM S RHODES AVE  (500 E) TO S ELLIS AVE  (699 E),19441.85,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 48TH ST FROM S EVANS AVE  (730 E) TO S COTTAGE GROVE AVE  (800 E),22268.38,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 48TH ST FROM S ST LAWRENCE AVE  (600 E) TO S EVANS AVE  (730 E),126648.21,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 49TH ST FROM S CHAMPLAIN AVE  (640 E) TO S EVANS AVE  (730 E),66267.11,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 49TH ST FROM S COTTAGE GROVE AVE  (800 E) TO S DREXEL BLVD  (900 E),47354.34,2019,Street Resurfacing
4,Street Resurfacing Menu,ON E 49TH ST FROM S DR MARTIN LUTHER KING JR DR  (380 E) TO S VINCENNES AVE  (499 E),33551.1,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S DORCHESTER AVE FROM E 49TH ST  (4900 S) TO E 50TH ST  (5000 S),56444.24,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S DORCHESTER AVE FROM E 52ND ST  (5200 S) TO E 53RD ST  (5300 S),32869.01,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S FORRESTVILLE AVE FROM E 43RD ST  (4300 S) TO E 44TH ST  (4400 S),27941.67,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S LAKE PARK AVE FROM E 36TH ST  (3549 S) TO E 37TH ST  (3700 S),56697.92,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S OAKENWALD AVE FROM E 42ND PL  (4232 S) TO E 43RD ST  (4300 S),30623.86,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S ST LAWRENCE AVE FROM E 47TH ST  (4700 S) TO E 48TH ST  (4800 S),33986.64,2019,Street Resurfacing
4,Street Resurfacing Menu,ON S VINCENNES AVE FROM E PERSHING RD  (3900 S) TO E OAKWOOD BLVD  (3946 S),17025.64,2019,Street Resurfacing
5,"3 POD CAMERAS: 6800 S. RIDGELAND AVE, 7000 S. STONY ISLAND, 7031 S. CHAPPEL AVE",6800 S RIDGELAND AVE; 7000 S STONY ISLAND AVE; 7031 S CHAPPEL AVE,74328,2019,Police Cameras
5,Concrete Alley Menu,S GREENWOOD AVE &  E 71ST ST&E 72ND ST &  S UNIVERSITY AVE,23995.1,2019,Alleys
5,E 71st Pl from S Jeffery Ave to 1950 E; S Cryil Ave from E 72nd St to E 71st Pl,ON S CYRIL AVE FROM E 71ST PL  (7130 S) TO E 72ND ST  (7200 S); ON E 71ST PL FROM 1950 E TO S JEFFERY BLVD  (2000 E),150000,2019,Misc.
5,ON S CRANDON AVE FROM E 67TH ST (6700 S) TO E 69TH ST (6900 S),ON S CRANDON AVE FROM E 67TH ST  (6700 S) TO E 69TH ST  (6900 S),213000,2019,Misc.
5,Sidewalk Menu,1001 E 53RD ST,14490,2019,Sidewalk Repair
5,Sidewalk Menu,1959 E 72ND PL,3589.38,2019,Sidewalk Repair
5,Sidewalk Menu,6710-6722 S CONSTANCE AVE,7178.76,2019,Sidewalk Repair
5,Sidewalk Menu,6720 S BENNETT AVE,5583.48,2019,Sidewalk Repair
5,Sidewalk Menu,6754 S EUCLID AVE; ON W 68TH ST FROM S BENNETT AVE  (1900 E) TO S EUCLID AVE  (1930 E),14226.08,2019,Sidewalk Repair
5,Sidewalk Menu,ON S CORNELL AVE FROM 4822 S TO E 49TH DR  (4857 S),5814.31,2019,Sidewalk Repair
5,Sidewalk Menu,ON S ELLIS AVE FROM E 53RD ST  (5300 S) TO E 54TH ST  (5400 S),10375.19,2019,Sidewalk Repair
5,Sidewalk Menu,ON W 69TH ST FROM S EUCLID AVE  (1930 E) TO S BENNETT AVE  (1900 E); 6901 S BENNETT AVE,14824.31,2019,Sidewalk Repair
5,Street Light Residential Staggered Piggy Back Menu,ON S CRANDON AVE FROM E 69TH ST  (6900 S) TO E 70TH PL  (7030 S); ON E 70TH ST FROM S CRANDON AVE  (2300 E) TO S OGLESBY AVE  (2340 E),210000,2019,Lighting
5,Street Light Residential Staggered Piggy Back Menu,ON S PAXTON AVE FROM E 71ST ST  (7100 S) TO E 73RD ST  (7300 S),200000,2019,Lighting
5,Street Resurfacing Menu,ON E 57TH ST FROM S LAKE PARK AVE  (1520 E) TO S STONY ISLAND AVE  (1600 E),61024.51,2019,Street Resurfacing
5,Street Resurfacing Menu,ON E 73RD ST FROM S DOBSON AVE  (1030 E) TO S GREENWOOD AVE  (1100 E),55267.33,2019,Street Resurfacing
5,Street Resurfacing Menu,ON E 73RD ST FROM S WOODLAWN AVE  (1200 E) TO S KIMBARK AVE  (1300 E),63709.71,2019,Street Resurfacing
5,Street Resurfacing Menu,ON E MARQUETTE RD FROM S DORCHESTER AVE  (1360 E) TO S DORCHESTER AVE  (1360 E),5228.32,2019,Street Resurfacing
5,Street Resurfacing Menu,ON S CORNELL AVE FROM E 50TH ST  (5000 S) TO E 50TH PL  (5040 S),39401.5,2019,Street Resurfacing
5,Street Resurfacing Menu,ON S DORCHESTER AVE FROM E MARQUETTE RD  (6600 S) TO E 66TH PL  (6630 S),13886.46,2019,Street Resurfacing
5,Street Resurfacing Menu,ON S LAKE PARK AVE FROM E 55TH ST  (5499 S) TO E 56TH ST  (5600 S),134077.55,2019,Street Resurfacing
6,108 E. 83rd St.,108 E 83RD ST,500,2019,Misc.
6,Alley Apron Menu,8644 S CALUMET AVE,33799.97,2019,Alleys
6,Alley Apron Menu,8645 S CALUMET AVE,33799.97,2019,Alleys
6,Alley Speed Hump Menu,306 E 75TH ST; S PRAIRIE AVE &  E 74TH ST&S CALUMET AVE &  E 75TH ST,700,2019,Alleys
6,Alley Speed Hump Menu,E 82ND ST &  S VERNON AVE&E 83RD ST &  S EBERHART AVE,3500,2019,Alleys
