ward,item,location,cost,year,category
13,Street Speed Hump Menu,ON W 57TH ST FROM S KARLOV AVE  (4100 W) TO S KEELER AVE  (4200 W),4700,2019,Street Redesign
13,Street Speed Hump Menu,ON W 60TH ST FROM S MERRIMAC AVE  (6230 W) TO S MOBILE AVE  (6300 W),2350,2019,Street Redesign
14,Alley Resurfacing Menu (1-1),W 57TH ST &  S WHIPPLE ST&W 58TH ST &  S ALBANY AVE,28642.35,2019,Alleys
14,Alley Speed Hump Menu,4533 S HARDING AVE,2100,2019,Alleys
14,Alley Speed Hump Menu,5124 S LAMON AVE,700,2019,Alleys
14,Alley Speed Hump Menu,5208 S CALIFORNIA AVE,700,2019,Alleys
14,Alley Speed Hump Menu,5257 S KILPATRICK AVE,700,2019,Alleys
14,Alley Speed Hump Menu,5324 S FRANCISCO AVE,700,2019,Alleys
14,Alley Speed Hump Menu,S MONITOR AVE &  W 52ND ST&S MAYFIELD AVE &  W 53RD ST,1400,2019,Alleys
14,Alley Speed Hump Replacement,W 57TH ST &  S WHIPPLE ST&W 58TH ST &  S ALBANY AVE,0,2019,Alleys
14,Curb & Gutter Menu,4810 S KILDARE AVE; ON S KILDARE AVE FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),6717.5,2019,Street Resurfacing
14,Sidewalk Menu,3415 W 53RD PL,3964.67,2019,Sidewalk Repair
14,Sidewalk Menu,4406-4432 S CHRISTIANA AVE,28352.67,2019,Sidewalk Repair
14,Sidewalk Menu,4618-4628 S SAWYER AVE,18691.44,2019,Sidewalk Repair
14,Sidewalk Menu,4638-4650 W 51ST ST,11441.28,2019,Sidewalk Repair
14,Sidewalk Menu,4724-4736 S KEELER AVE; 4820-4858 S KEELER AVE,33351.46,2019,Sidewalk Repair
14,Sidewalk Menu,4918-4930 S KNOX AVE,15808.4,2019,Sidewalk Repair
14,Sidewalk Menu,5022-5024 S KILPATRICK AVE; 4900-4942 S KILPATRICK AVE; 5104-5108 S KILPATRICK AVE,38094.35,2019,Sidewalk Repair
14,Sidewalk Menu,5100-5106 S MONITOR AVE,8305.74,2019,Sidewalk Repair
14,Sidewalk Menu,5100-5150 S AUSTIN AVE,29130.32,2019,Sidewalk Repair
14,Sidewalk Menu,5101-5127 S MAYFIELD AVE,32635.54,2019,Sidewalk Repair
14,Sidewalk Menu,5101-5129 S LONG AVE,18323.97,2019,Sidewalk Repair
14,Sidewalk Menu,5101-5147 S MCVICKER AVE,26085.85,2019,Sidewalk Repair
14,Sidewalk Menu,5101 S MAJOR AVE,18458.88,2019,Sidewalk Repair
14,Sidewalk Menu,5103-5107 S LOREL AVE,11249.49,2019,Sidewalk Repair
14,Sidewalk Menu,5106 S MOODY AVE,3091.2,2019,Sidewalk Repair
14,Sidewalk Menu,5107 S NORMANDY AVE,2548.36,2019,Sidewalk Repair
14,Sidewalk Menu,5108-5124 S NATCHEZ AVE,23774.11,2019,Sidewalk Repair
14,Sidewalk Menu,5108 S MASSASOIT AVE,7432.87,2019,Sidewalk Repair
14,Sidewalk Menu,5112-5158 S NARRAGANSETT AVE,32592.07,2019,Sidewalk Repair
14,Sidewalk Menu,5119 S HOMAN AVE,712.22,2019,Sidewalk Repair
14,Sidewalk Menu,5120-5126 S MELVINA AVE,4534.66,2019,Sidewalk Repair
14,Sidewalk Menu,5140-5150 S MEADE AVE,11270.01,2019,Sidewalk Repair
14,Sidewalk Menu,5141-5153 S MASSASOIT AVE,18279.26,2019,Sidewalk Repair
14,Sidewalk Menu,5142-5154 S MONITOR AVE,11829.34,2019,Sidewalk Repair
14,Sidewalk Menu,5146-5148 S MASSASOIT AVE,2972.11,2019,Sidewalk Repair
14,Sidewalk Menu,5154 S PARKSIDE AVE,2296.14,2019,Sidewalk Repair
14,Sidewalk Menu,5158 S ALBANY AVE,13331.1,2019,Sidewalk Repair
14,Sidewalk Menu,5159 S WHIPPLE ST,6135.25,2019,Sidewalk Repair
14,Sidewalk Menu,5200 S AUSTIN AVE,11460.21,2019,Sidewalk Repair
14,Sidewalk Menu,5201-5211 S LEAMINGTON AVE; 5200 S LEAMINGTON AVE,21963.54,2019,Sidewalk Repair
14,Sidewalk Menu,5206-5212 S CALIFORNIA AVE,12407.51,2019,Sidewalk Repair
14,Sidewalk Menu,5207-5211 S MAJOR AVE,10508.48,2019,Sidewalk Repair
14,Sidewalk Menu,5210-5226 S LONG AVE,2018.79,2019,Sidewalk Repair
14,Sidewalk Menu,5216 S LONG AVE,4763.14,2019,Sidewalk Repair
14,Sidewalk Menu,5234-5244 S MONITOR AVE,14685.03,2019,Sidewalk Repair
14,Sidewalk Menu,5237 S MAPLEWOOD AVE,11725.29,2019,Sidewalk Repair
14,Sidewalk Menu,5244-5258 S MEADE AVE,24760.36,2019,Sidewalk Repair
14,Sidewalk Menu,5250 S MCVICKER AVE,2027.74,2019,Sidewalk Repair
14,Sidewalk Menu,5259 S TROY ST,20584.83,2019,Sidewalk Repair
14,Sidewalk Menu,5346-5358 S WASHTENAW AVE,8769.57,2019,Sidewalk Repair
14,Sidewalk Menu,ON S KOMENSKY AVE FROM W 49TH ST  (4900 S) TO W 50TH ST  (5000 S),21003.82,2019,Sidewalk Repair
14,Sidewalk Menu,ON S MOBILE AVE FROM W 52ND ST  (5200 S) TO W 53RD ST  (5300 S); 5143-5153 S MOBILE AVE; 5122-5144 S MOBILE AVE,56838.12,2019,Sidewalk Repair
14,Sidewalk Menu,ON S NAGLE AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),16307.75,2019,Sidewalk Repair
14,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),27001.6,2019,Sidewalk Repair
14,Street Resurfacing Menu (1-5),ON S CAMPBELL AVE FROM W 51ST ST  (5100 S) TO W 54TH ST  (5400 S),145749.06,2019,Street Resurfacing
14,Street Resurfacing Menu (1-5),ON S LECLAIRE AVE FROM W 51ST ST  (5099 S) TO S ARCHER AVE  (5600 S),71869.89,2019,Street Resurfacing
14,Street Resurfacing Menu (1-5),ON S PARKSIDE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5920 S),124158.87,2019,Street Resurfacing
14,Street Resurfacing Menu,ON S NORMANDY AVE FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),61229.99,2019,Street Resurfacing
14,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 55TH ST  (5500 S) TO W 59TH ST  (5900 S),1306.49,2019,Street Resurfacing
14,Street Resurfacing Menu,ON S SAWYER AVE FROM W 43RD ST  (4300 S) TO S ARCHER AVE  (4400 S),64674.9,2019,Street Resurfacing
14,Street Resurfacing Menu,ON W 54TH ST FROM S CALIFORNIA AVE  (2800 W) TO S ROCKWELL ST  (2600 W),77282.4,2019,Street Resurfacing
14,Street Speed Hump Menu,5100-5200 S LAMON AVE,4700,2019,Street Redesign
14,Street Speed Hump Menu,ON S LOCKWOOD AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),4700,2019,Street Redesign
14,Street Speed Hump Menu,ON S MAJOR AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),4700,2019,Street Redesign
14,Street Speed Hump Menu,ON S ROCKWELL ST FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),4700,2019,Street Redesign
14,Street Speed Hump Menu,ON S SPAULDING AVE FROM W 46TH ST  (4600 S) TO W 47TH ST  (4700 S),4700,2019,Street Redesign
14,Street Speed Hump Menu,ON S WASHTENAW AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),4700,2019,Street Redesign
14,Street Speed Hump Menu,ON W 54TH ST FROM S TALMAN AVE  (2630 W) TO S WASHTENAW AVE  (2700 W),2350,2019,Street Redesign
14,Street Speed Hump Replacement,ON S CAMPBELL AVE FROM W 51ST ST  (5100 S) TO W 54TH ST  (5400 S),0,2019,Street Resurfacing
14,Street Speed Hump Replacement,ON S NORMANDY AVE FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),0,2019,Street Resurfacing
14,Street Speed Hump Replacement,ON S PARKSIDE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5920 S),0,2019,Street Resurfacing
14,Street Speed Hump Replacement,ON S SAWYER AVE FROM W 43RD ST  (4300 S) TO S ARCHER AVE  (4400 S),0,2019,Street Resurfacing
15,Alley Apron Menu,ON W 65TH ST FROM S HERMITAGE AVE  (1730 W) TO S PAULINA ST  (1700 W),15452.5,2019,Alleys
15,Alley Apron Menu,ON W 65TH ST FROM S MARSHFIELD AVE  (1630 W) TO S ASHLAND AVE  (1600 W),12998.3,2019,Alleys
15,Alley Apron Menu,ON W 65TH ST FROM S WOOD ST  (1800 W) TO S HERMITAGE AVE  (1730 W),24152.07,2019,Alleys
15,Alley Lights throughout the 15th Ward.,6412 S ASHLAND AVE,74752.9,2019,Lighting
15,ON S ARTESIAN AVE FROM W POPE JOHN PAUL II DRTO W 45TH ST; ON W 44TH ST FROM S WESTERN AVE TO S ARTESIAN AVE,ON S ARTESIAN AVE FROM W POPE JOHN PAUL II DR  (4299 S) TO W 45TH ST  (4500 S); ON W 44TH ST FROM S WESTERN AVE  (2400 W) TO S ARTESIAN AVE  (2430 W),271000,2019,Misc.
15,Sidewalk Menu,1640 W MARQUETTE RD; 1642 W MARQUETTE RD,7602.33,2019,Sidewalk Repair
15,Sidewalk Menu,1707 W 66TH ST,23561.75,2019,Sidewalk Repair
15,Sidewalk Menu,1722 W MARQUETTE RD; 1704 W MARQUETTE RD,64576.4,2019,Sidewalk Repair
15,Sidewalk Menu,1751 W GARFIELD BLVD,4449.58,2019,Sidewalk Repair
15,Sidewalk Menu,1753 W 56TH ST,31518.96,2019,Sidewalk Repair
15,Sidewalk Menu,1805 W GARFIELD BLVD; 1859 W GARFIELD BLVD,34111.41,2019,Sidewalk Repair
15,Sidewalk Menu,1824 W MARQUETTE RD; 1814 W MARQUETTE RD; 1816 W MARQUETTE RD,36216.49,2019,Sidewalk Repair
15,Sidewalk Menu,1841 W 58TH ST,6898.61,2019,Sidewalk Repair
15,Sidewalk Menu,1938 W 58TH ST,21840.74,2019,Sidewalk Repair
15,Sidewalk Menu,2035 W GARFIELD BLVD; 2037 W GARFIELD BLVD,7654.59,2019,Sidewalk Repair
15,Sidewalk Menu,2120 W 57TH ST,3160.04,2019,Sidewalk Repair
15,Sidewalk Menu,2137 W GARFIELD BLVD; 2123 W GARFIELD BLVD; 2125 W GARFIELD BLVD,39123.73,2019,Sidewalk Repair
15,Sidewalk Menu,4925 S HOYNE AVE,8240.65,2019,Sidewalk Repair
15,Sidewalk Menu,5514 S HAMILTON AVE; 5540 S HAMILTON AVE,11537.79,2019,Sidewalk Repair
15,Sidewalk Menu,5517 S SEELEY AVE; 5520 S SEELEY AVE; 5527 S SEELEY AVE; 5540 S SEELEY AVE,13524.97,2019,Sidewalk Repair
15,Sidewalk Menu,5518 S PAULINA ST; 5529 S PAULINA ST; 5535 S PAULINA ST,12190.46,2019,Sidewalk Repair
15,Sidewalk Menu,5532 S DAMEN AVE; 5528 S DAMEN AVE,10446.36,2019,Sidewalk Repair
15,Sidewalk Menu,5533 S WINCHESTER AVE; 5542 S WINCHESTER AVE; 5526 S WINCHESTER AVE,8540.62,2019,Sidewalk Repair
15,Sidewalk Menu,5535 S HERMITAGE AVE,5001.37,2019,Sidewalk Repair
15,Sidewalk Menu,5537 S HONORE ST; 5544 S HONORE ST; 5514 S HONORE ST; 5523 S HONORE ST; 5525 S HONORE ST; 5536 S HONORE ST,51291.1,2019,Sidewalk Repair
15,Sidewalk Menu,5545 S HOYNE AVE; 5517 S HOYNE AVE,25602.41,2019,Sidewalk Repair
15,Sidewalk Menu,5600 S SEELEY AVE; 5601 S SEELEY AVE; 5608 S SEELEY AVE; 5626 S SEELEY AVE; 5636 S SEELEY AVE; 5652 S SEELEY AVE,58593.22,2019,Sidewalk Repair
15,Sidewalk Menu,5606 S PAULINA ST,5375.71,2019,Sidewalk Repair
15,Sidewalk Menu,5608 S HONORE ST; 5620 S HONORE ST; 5604 S HONORE ST; 5609 S HONORE ST; 5624 S HONORE ST; 5629 S HONORE ST; 5630 S HONORE ST; 5635 S HONORE ST; 5644 S HONORE ST; 5645 S HONORE ST; 5653 S HONORE ST; 5655 S HONORE ST; 5615 S HONORE ST; 5625 S HONORE ST; 5642 S HONORE ST; 5623 S HONORE ST; 5640 S HONORE ST,57871.27,2019,Sidewalk Repair
15,Sidewalk Menu,5613 S HAMILTON AVE; 5641 S HAMILTON AVE; 5611 S HAMILTON AVE; 5645 S HAMILTON AVE,16001.96,2019,Sidewalk Repair
15,Sidewalk Menu,5619 S HERMITAGE AVE; 5635 S HERMITAGE AVE; 5624 S HERMITAGE AVE,10575.2,2019,Sidewalk Repair
15,Sidewalk Menu,5640 S DAMEN AVE; 5608 S DAMEN AVE; 5641 S DAMEN AVE; 5654 S DAMEN AVE,19672.46,2019,Sidewalk Repair
15,Sidewalk Menu,5642 S HOYNE AVE; 5648 S HOYNE AVE; 5600 S HOYNE AVE; 5628 S HOYNE AVE; 5634 S HOYNE AVE; 5653 S HOYNE AVE,42133.06,2019,Sidewalk Repair
15,Sidewalk Menu,5705 S HOYNE AVE,3123.58,2019,Sidewalk Repair
15,Sidewalk Menu,5711 S DAMEN AVE,2695.32,2019,Sidewalk Repair
15,Sidewalk Menu,5711 S HONORE ST; 5722 S HONORE ST; 5729 S HONORE ST; 5744 S HONORE ST; 5726 S HONORE ST; 5723 S HONORE ST; 5705 S HONORE ST; 5725 S HONORE ST; 5759 S HONORE ST,49700.14,2019,Sidewalk Repair
15,Sidewalk Menu,5713 S HERMITAGE AVE; 5743 S HERMITAGE AVE; 5758 S HERMITAGE AVE; 5733 S HERMITAGE AVE; 5739 S HERMITAGE AVE,37090.37,2019,Sidewalk Repair
15,Sidewalk Menu,5724 S PAULINA ST; 5750 S PAULINA ST,11255.82,2019,Sidewalk Repair
15,Sidewalk Menu,5726 S SEELEY AVE; 5707 S SEELEY AVE; 5714 S SEELEY AVE; 5719 S SEELEY AVE; 5734 S SEELEY AVE; 5743 S SEELEY AVE; 5755 S SEELEY AVE,34596.36,2019,Sidewalk Repair
15,Sidewalk Menu,5819 S DAMEN AVE; 5841 S DAMEN AVE,13136.04,2019,Sidewalk Repair
15,Sidewalk Menu,6510 S MARSHFIELD AVE; 6512 S MARSHFIELD AVE; 6524 S MARSHFIELD AVE; 6527 S MARSHFIELD AVE; 6531 S MARSHFIELD AVE; 6542 S MARSHFIELD AVE,20225.47,2019,Sidewalk Repair
15,Sidewalk Menu,6527 S HERMITAGE AVE; 6508 S HERMITAGE AVE; 6517 S HERMITAGE AVE; 6522 S HERMITAGE AVE,14798.71,2019,Sidewalk Repair
15,Sidewalk Menu,6539 S PAULINA ST; 6544 S PAULINA ST; 6550 S PAULINA ST; 6521 S PAULINA ST,13285.54,2019,Sidewalk Repair
15,Sidewalk Menu,6605 S DAMEN AVE; 6631 S DAMEN AVE; 6601 S DAMEN AVE; 6633 S DAMEN AVE,20898.8,2019,Sidewalk Repair
15,Sidewalk Menu,6612 S PAULINA ST; 6635 S PAULINA ST; 6642 S PAULINA ST; 6605 S PAULINA ST; 6606 S PAULINA ST,19406.29,2019,Sidewalk Repair
15,Sidewalk Menu,6614 S HONORE ST; 6632 S HONORE ST; 6638 S HONORE ST; 6606 S HONORE ST; 6619 S HONORE ST,14948.2,2019,Sidewalk Repair
15,Sidewalk Menu,6635 S HERMITAGE AVE; 6614 S HERMITAGE AVE; 6637 S HERMITAGE AVE; 6638 S HERMITAGE AVE,12902.69,2019,Sidewalk Repair
15,Sidewalk Menu,6645 S MARSHFIELD AVE,3246.33,2019,Sidewalk Repair
15,Street Light Piggy Back Only Menu,ON S HONORE ST FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),6039,2019,Lighting
15,Street Resurfacing Menu,ON W 66TH ST FROM S DAMEN AVE  (2000 W) TO S MARSHFIELD AVE  (1630 W),4632.32,2019,Street Resurfacing
15,Street Speed Hump Menu,5534 S HERMITAGE AVE,2350,2019,Street Redesign
16,Green Street Improvements and Repairs,S GREEN ST &  W 64TH ST,100000,2019,Misc.
16,Miscellaneous CDOT Projects,5411 S ASHLAND AVE,303,2019,Misc. CDOT
16,Miscellaneous CDOT Projects,5501 S LAFLIN ST; 5659 S LAFLIN ST,660,2019,Misc. CDOT
16,Sidewalk Menu,1500 W 63RD ST,9585.21,2019,Sidewalk Repair
16,Sidewalk Menu,2115-2143 W 53RD PL,35232.01,2019,Sidewalk Repair
16,Sidewalk Menu,5710 S MOZART ST,2863.55,2019,Sidewalk Repair
16,Sidewalk Menu,5914-5919 S WHIPPLE ST,8027.43,2019,Sidewalk Repair
16,Sidewalk Menu,5938 S ALBANY AVE,5049.8,2019,Sidewalk Repair
16,Sidewalk Menu,6100 S RICHMOND ST,9152.02,2019,Sidewalk Repair
16,Sidewalk Menu,6218 S ALBANY AVE,1550.85,2019,Sidewalk Repair
16,Sidewalk Menu,725 W 60TH PL,7833.7,2019,Sidewalk Repair
16,Sidewalk Menu,ON S WASHTENAW AVE FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),71857.05,2019,Sidewalk Repair
16,Sidewalk Menu,ON W 62ND ST FROM S LOOMIS BLVD  (1400 W) TO S ADA ST  (1330 W),13416.94,2019,Sidewalk Repair
16,Sidewalk Menu,ON W 62ND ST FROM S LOOMIS BLVD  (1400 W) TO S BISHOP ST  (1430 W),13416.94,2019,Sidewalk Repair
16,Street Light Upgrade Menu,6728 S MAY ST,1000,2019,Lighting
16,Street Resurfacing Menu,ON S ABERDEEN ST FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),61466.41,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S BISHOP ST FROM W 63RD ST  (6300 S) TO W 65TH ST  (6500 S),69466.21,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S HOYNE AVE FROM W 51ST ST  (5100 S) TO W 52ND PL  (5230 S),70737.28,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S HOYNE AVE FROM W 63RD ST  (6300 S) TO W 66TH ST  (6600 S),157098.9,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S LAFLIN ST FROM W 59TH ST  (5900 S) TO W 62ND ST  (6200 S),183311.35,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S MAY ST FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),79640.51,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S MAY ST FROM W 68TH ST  (6800 S) TO W 69TH ST  (6900 S),60800.79,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S MORGAN ST FROM W 57TH ST  (5700 S) TO W 60TH ST  (6000 S),182437.41,2019,Street Resurfacing
16,Street Resurfacing Menu,ON S SANGAMON ST FROM W 61ST ST  (6100 S) TO W 63RD PKWY  (6300 S),16365.43,2019,Street Resurfacing
16,Street Resurfacing Menu,ON W 62ND ST FROM S SANGAMON ST  (930 W) TO S MORGAN ST  (1000 W),29834.42,2019,Street Resurfacing
16,Street Resurfacing Menu,ON W 62ND ST FROM S WHIPPLE ST  (3030 W) TO S ALBANY AVE  (3100 W),21994.83,2019,Street Resurfacing
16,Street Resurfacing Menu,ON W 65TH ST FROM S DAMEN AVE  (2000 W) TO S HAMILTON AVE  (2130 W),78697.95,2019,Street Resurfacing
16,Street Speed Hump Menu,ON S JUSTINE ST FROM W 52ND ST  (5200 S) TO W 53RD ST  (5300 S),4700,2019,Street Redesign
16,Street Speed Hump Menu,ON S MAY ST FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),4700,2019,Street Redesign
16,Street Speed Hump Menu,ON S MORGAN ST FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),4700,2019,Street Redesign
16,Street Speed Hump Menu,ON S MOZART ST FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),4700,2019,Street Redesign
16,Street Speed Hump Menu,ON S ROCKWELL ST FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),4700,2019,Street Redesign
16,Street Speed Hump Menu,ON S TALMAN AVE FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),4700,2019,Street Redesign
16,Street Speed Hump Replacement,ON S HOYNE AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),0,2019,Street Resurfacing
16,Street Speed Hump Replacement,ON S LAFLIN ST FROM W 59TH ST  (5900 S) TO W 62ND ST  (6200 S),0,2019,Street Resurfacing
16,Street Speed Hump Replacement,ON S MAY ST FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),0,2019,Street Resurfacing
17,Alley Apron Menu,7913 S WOOD ST,29700.71,2019,Alleys
17,Alley Apron Menu,7914 S WOOD ST,27478.1,2019,Alleys
17,Alley Apron Menu,8111 S DAMEN AVE,27571.02,2019,Alleys
17,Alley Resurfacing Menu (1-1),W LITHUANIAN PLAZA CT &  S MAPLEWOOD AVE&S CAMPBELL AVE &  W 68TH ST; 6800 S MAPLEWOOD AVE; 2500-2524 W LITHUANIAN PLAZA CT,11640.93,2019,Alleys
17,Alley Speed Hump Menu,7915 S GREEN ST,1400,2019,Alleys
17,Concrete Alley Menu,3501 W 71ST ST; W 71ST ST &  S ST LOUIS AVE&W 71ST PL &  S CENTRAL PARK AVE,288000,2019,Alleys
17,Miscellaneous CDOT Projects,1625-1703 W 74TH ST,600,2019,Misc. CDOT
17,Miscellaneous CDOT Projects,7620 S ASHLAND AVE; 7937 S LA SALLE ST,1000,2019,Misc. CDOT
17,Miscellaneous CDOT Projects,7935 S GREEN ST,500,2019,Misc. CDOT
17,Miscellaneous CDOT Projects,W 77TH ST &  S FIELDING AVE,500,2019,Misc. CDOT
17,POD Camera: 7100 S. Central Park Ave,7100 S CENTRAL PARK AVE,24776,2019,Police Cameras
17,Sidewalk Menu,7200 S CHRISTIANA AVE,51776.09,2019,Sidewalk Repair
17,Sidewalk Menu,7300 S MARSHFIELD AVE,41875.85,2019,Sidewalk Repair
17,Sidewalk Menu,7527 S WOLCOTT AVE,6122,2019,Sidewalk Repair
17,Sidewalk Menu,7559 S MARSHFIELD AVE,21004.29,2019,Sidewalk Repair
17,Sidewalk Menu,ON W 78TH PL FROM S RACINE AVE  (1200 W) TO S THROOP ST  (1300 W); ON S THROOP ST FROM W 78TH ST  (7800 S) TO W 78TH PL  (7830 S),57427.78,2019,Sidewalk Repair
17,Street Resurfacing Menu (1-5),ON E 81ST ST FROM S LAFAYETTE AVE  (30 W) TO S PERRY AVE  (100 W),21478.94,2019,Street Resurfacing
17,Street Resurfacing Menu,1200 W 74TH PL,62302.66,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S GREEN ST FROM W 75TH ST  (7500 S) TO W 76TH ST  (7600 S),47810.1,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S GREEN ST FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),53719.46,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S HERMITAGE AVE FROM W 75TH PL  (7520 S) TO W 78TH ST  (7800 S),105209.64,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S LA SALLE ST FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),52851.58,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S LA SALLE ST FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),51972.34,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S PRINCETON AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),53508.14,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),52969.74,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S TROY ST FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),39119.96,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W MARQUETTE RD  (6700 S) TO W LITHUANIAN PLAZA CT (6900 S),87826.14,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S YALE AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),48784.69,2019,Street Resurfacing
17,Street Resurfacing Menu,ON S YALE AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),46373.83,2019,Street Resurfacing
17,Street Speed Hump Menu,ON S HOMAN AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),4700,2019,Street Redesign
17,Street Speed Hump Removal Menu,ON S GREEN ST FROM W 75TH ST  (7500 S) TO W 76TH ST  (7600 S),0,2019,Misc.
17,Street Speed Hump Replacement,ON S LA SALLE ST FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),0,2019,Street Resurfacing
17,Street Speed Hump Replacement,ON S LA SALLE ST FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),0,2019,Street Resurfacing
17,Street Speed Hump Replacement,ON S PRINCETON AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),0,2019,Street Resurfacing
18,Curb & Gutter Menu,8557 S KEDVALE AVE,5935.38,2019,Street Resurfacing
18,Curb & Gutter Menu,ON S FRANCISCO AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),113705.12,2019,Street Resurfacing
18,Sidewalk Menu,2812 W 86TH ST,7100.36,2019,Sidewalk Repair
18,Sidewalk Menu,3600 W 84TH PL,50604.93,2019,Sidewalk Repair
18,Sidewalk Menu,3629 W 82ND PL,3411.38,2019,Sidewalk Repair
18,Sidewalk Menu,7607 S SEELEY AVE,2365.9,2019,Sidewalk Repair
18,Sidewalk Menu,7619 S SEELEY AVE,2365.9,2019,Sidewalk Repair
18,Sidewalk Menu,8062 S SPAULDING AVE,15688.38,2019,Sidewalk Repair
18,Sidewalk Menu,8247 S TALMAN AVE,4258.62,2019,Sidewalk Repair
18,Sidewalk Menu,ON S CAMPBELL AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),37508.14,2019,Sidewalk Repair
18,Sidewalk Menu,ON S CLAREMONT AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),89773.53,2019,Sidewalk Repair
18,Sidewalk Menu,ON S RICHMOND ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),33278.41,2019,Sidewalk Repair
18,Sidewalk Menu,ON S SEELEY AVE FROM W 75TH PL  (7530 S) TO W 76TH ST  (7600 S),10866.62,2019,Sidewalk Repair
18,Sidewalk Menu,ON S TALMAN AVE FROM W 79TH ST  (7860 S) TO W 80TH ST  (8000 S),37740.08,2019,Sidewalk Repair
18,Sidewalk Menu,ON S WASHTENAW AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),35823.39,2019,Sidewalk Repair
18,Sidewalk Menu,ON W 81ST PL FROM S MAPLEWOOD AVE  (2530 W) TO S TALMAN AVE  (2630 W),19963.24,2019,Sidewalk Repair
18,Street Resurfacing Menu (1-5),ON S SAWYER AVE FROM W 80TH ST  (8000 S) TO W 82ND ST  (8200 S),108820.69,2019,Street Resurfacing
18,Street Resurfacing Menu (1-5),ON S SEELEY AVE FROM W 84TH ST  (8400 S) TO W 85TH ST  (8500 S),49019.12,2019,Street Resurfacing
18,Street Resurfacing Menu (1-5),ON S SPRINGFIELD AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),51399.43,2019,Street Resurfacing
18,Street Resurfacing Menu,ON S ARTESIAN AVE FROM W 76TH ST  (7600 S) TO W 77TH ST  (7700 S),55.1,2019,Street Resurfacing
18,Street Resurfacing Menu,ON S CENTRAL PARK AVE FROM W 81ST ST  (8100 S) TO W COLUMBUS AVE  (8230 S),76066.41,2019,Street Resurfacing
