ward,item,location,cost,year,category
1,Alley Apron Menu,1383 N WOLCOTT AVE,157172.86,2024,Alleys
1,Alley Apron Menu,2619 N WASHTENAW AVE,69430.67,2024,Alleys
1,Alley Resurfacing Menu,1402 N WESTERN AVE; N WESTERN AVE & W HIRSCH ST&W LE MOYNE ST & N ARTESIAN AVE,37991.0,2024,Alleys
1,Arterial Street Bump Outs Menu,N ASHLAND AVE & W HURON ST; N ASHLAND AVE & W OHIO ST,52645.33,2024,Pedestrian Infrastructure
1,Arterial Street Bump Outs Menu,N WESTERN AVE & W BLOOMINGDALE AVE; 1800 N WESTERN AVE,50000.0,2024,Pedestrian Infrastructure
1,Curb & Gutter Menu,1415 N WOOD ST,43169.06,2024,Street Resurfacing
1,Curb & Gutter Menu,2002 N STAVE ST; 2540 W ARMITAGE AVE; W ARMITAGE AVE & N STAVE ST,51408.61,2024,Street Resurfacing
1,Goethe Elementary School - New Playspace and Field,2236 N ROCKWELL ST,100000.0,2024,Schools
1,Installation of LED and pedestrian countdown traffic signals at N. California Ave. & W. Armitage Ave.,N CALIFORNIA AVE & W ARMITAGE AVE,19957.74,2024,Pedestrian Infrastructure
1,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,W ARMITAGE AVE & N KEDZIE AVE,16987.88,2024,Pedestrian Infrastructure
1,Miscellaneous Other Projects,1425 N DAMEN AVE,175000.0,2024,Misc.
1,Park 399 Upgrades - 1420 N Artesian,1420 N ARTESIAN AVE,100000.0,2024,Parks
1,Pavement Markings Menu,ON W PALMER BLVD FROM N HUMBOLDT BLVD (2998 W) TO N KEDZIE BLVD (3200 W); ON W PALMER ST FROM N HUMBOLDT BLVD (2998 W) TO N KEDZIE AVE (3200 W),25000.0,2024,Street Redesign
1,Sidewalk Menu,1347 N GREENVIEW AVE,11062.3,2024,Sidewalk Repair
1,Sidewalk Menu,1601-1699 W SUPERIOR ST,70098.09,2024,Sidewalk Repair
1,Speed Indicator Signs,2634 W LOGAN BLVD; 2909 W LOGAN BLVD,24000.0,2024,Traffic Signals
1,Street Bump Outs Menu,N CALIFORNIA AVE & W CORTLAND ST,20463.11,2024,Pedestrian Infrastructure
1,Street Light Upgrade Menu,1502 N DAMEN AVE; 1530 N DAMEN AVE; 1542 N DAMEN AVE,1500.0,2024,Lighting
1,Street Resurfacing Menu,ON N BELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N); 1501-1599 N BELL AVE,41337.7,2024,Street Resurfacing
1,Street Resurfacing Menu,ON N WOOD ST FROM 1325 N TO W DIVISION ST (1200 N),150689.86,2024,Street Resurfacing
1,Street Speed Hump Menu,ON W CORTEZ ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),9760.0,2024,Street Resurfacing
1,Street Speed Hump Menu,ON W THOMAS ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),9760.0,2024,Street Resurfacing
1,Street Speed Hump Replacement,ON N BELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N); 1501-1599 N BELL AVE,0.0,2024,Street Resurfacing
1,Street Traffic Circle Menu,N ROCKWELL ST & W CORTLAND ST,24313.82,2024,Street Redesign
2,Alley Resurfacing Menu,N CLARK ST & W SCHILLER ST&W BURTON PL & N DEARBORN ST,27810.45,2024,Alleys
2,Alley Resurfacing Menu,N MAGNOLIA AVE & W WEBSTER AVE&W BELDEN AVE & N RACINE AVE,40370.34,2024,Alleys
2,Alley Resurfacing Menu,N WELLS ST & W GOETHE ST&W SCHILLER ST & N LA SALLE DR,34499.24,2024,Alleys
2,Alley Resurfacing Menu,N WELLS ST & W NORTH AVE; W BURTON PL & N LA SALLE DR,14492.33,2024,Alleys
2,Alley Speed Hump Menu,W FULLERTON AVE & N JANSSEN AVE&N SOUTHPORT AVE & W BELDEN AVE; 1425 W FULLERTON AVE,2900.0,2024,Alleys
2,Curb & Gutter Menu,161 W BURTON PL,4174.37,2024,Street Resurfacing
2,Curb & Gutter Menu,745 N FAIRBANKS CT; ON N FAIRBANKS CT FROM E SUPERIOR ST (732 N) TO E CHICAGO AVE (800 N),12676.67,2024,Street Resurfacing
2,Curb & Gutter Menu,ON E HURON ST FROM N MCCLURG CT (400 E) TO N LAKE SHORE DR (500 E),53108.91,2024,Street Resurfacing
2,In-Road State Law Stop For Pedestrians Sign Menu,N HALSTED ST & W BLACKHAWK ST,350.0,2024,Pedestrian Infrastructure
2,Sidewalk Menu,1250 N LA SALLE DR,22133.79,2024,Sidewalk Repair
2,Sidewalk Menu,1554 N DEARBORN PKWY,12128.9,2024,Sidewalk Repair
2,Sidewalk Menu,W WEBSTER AVE & N WAYNE AVE,28511.79,2024,Sidewalk Repair
2,Street Light Pole Painting Menu,ON N DEARBORN ST FROM W GOETHE ST (1300 N) TO W SCHILLER ST (1400 N),1800.0,2024,Lighting
2,Street Resurfacing Menu,540 E OHIO ST,19545.96,2024,Street Resurfacing
2,Street Resurfacing Menu,ON E LAKE SHORE DR FROM N LAKE SHORE DR RAMP (330 N) TO N MICHIGAN AVE (1000 N),55540.08,2024,Street Resurfacing
2,Street Speed Hump Menu,ON N LAKEWOOD AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON AVE (2400 N),2440.0,2024,Street Resurfacing
3,Alley Resurfacing Menu,E 44TH PL & S VINCENNES AVE&E 45TH ST & S ST LAWRENCE AVE,57146.97,2024,Alleys
3,Alley Resurfacing Menu,S CALUMET AVE & E 42ND ST&E 43RD ST & S DR MARTIN LUTHER KING JR DR,46904.63,2024,Alleys
3,Alley Resurfacing Menu,S INDIANA AVE & E 21ST ST&E CULLERTON ST & S PRAIRIE AVE,17335.18,2024,Alleys
3,Alley Resurfacing Menu,S INDIANA AVE & E 50TH ST&E 51ST ST & S PRAIRIE AVE,31425.81,2024,Alleys
3,Alley Resurfacing Menu,S MICHIGAN AVE & E 40TH ST&E PERSHING RD & S INDIANA AVE,45297.8,2024,Alleys
3,Alley Resurfacing Menu,S STATE ST & W 43RD ST&E 44TH ST & S WABASH AVE,67066.03,2024,Alleys
3,Alley Resurfacing Menu,S VINCENNES AVE & E 46TH PL&E 47TH ST & S ST LAWRENCE AVE,44617.99,2024,Alleys
3,Alley Speed Hump Replacement,S CALUMET AVE & E 42ND ST&E 43RD ST & S DR MARTIN LUTHER KING JR DR,0.0,2024,Alleys
3,Arterial Street Bump Outs Menu,S INDIANA AVE & E 14TH ST; ON S INDIANA AVE FROM E 14TH ST (1400 S) TO E 15TH PL (1527 S),130000.0,2024,Pedestrian Infrastructure
3,Curb & Gutter Menu,3800-3814 S DR MARTIN LUTHER KING JR DR,34004.2,2024,Street Resurfacing
3,Installation of Accessible Pedestrian Signals (APS) at S. Dr. Martin Luther King Jr. Dr. & E. 41st ST.,S DR MARTIN LUTHER KING JR DR & E 41ST ST,76277.0,2024,Pedestrian Infrastructure
3,Miscellaneous CDOT Projects,5327 S PRAIRIE AVE,150.0,2024,Misc. CDOT
3,Miscellaneous CDOT Projects,S STATE ST & E 14TH PL,28340.46,2024,Misc. CDOT
3,Pavement Markings Menu,S INDIANA AVE & E 14TH ST; ON S INDIANA AVE FROM E 14TH ST (1400 S) TO E 15TH PL (1527 S),4000.0,2024,Street Redesign
3,Sidewalk Menu,1310 S WABASH AVE,17451.31,2024,Sidewalk Repair
3,Sidewalk Menu,3330 S INDIANA AVE,8519.87,2024,Sidewalk Repair
3,Sidewalk Menu,4918 S INDIANA AVE; 4948 S INDIANA AVE; 4938 S INDIANA AVE,15984.4,2024,Sidewalk Repair
3,Sidewalk Menu,4938 S DR MARTIN LUTHER KING JR DR,3323.41,2024,Sidewalk Repair
3,Sidewalk Menu,ON S DR MARTIN LUTHER KING JR DR E FROM E 45TH ST (4500 S) TO E 45TH PL (4530 S),40557.73,2024,Sidewalk Repair
3,Speed Indicator Signs,ON S INDIANA AVE FROM E 14TH ST (1400 S) TO E 15TH PL (1527 S),28000.0,2024,Traffic Signals
3,Street Resurfacing Menu,3800-3814 S DR MARTIN LUTHER KING JR DR,11743.8,2024,Street Resurfacing
3,Street Resurfacing Menu,ON E 29TH ST FROM S STATE ST (0 E) TO S MICHIGAN AVE (100 E),82088.75,2024,Street Resurfacing
3,Street Resurfacing Menu,ON E 44TH PL FROM S VINCENNES AVE (500 E) TO S ST LAWRENCE AVE (600 E),52948.69,2024,Street Resurfacing
3,Street Resurfacing Menu,ON S CALUMET AVE FROM E 35TH ST (3500 S) TO E 37TH ST (3700 S),114792.51,2024,Street Resurfacing
3,Street Resurfacing Menu,ON S CHAMPLAIN AVE FROM E 45TH ST (4500 S) TO E 46TH ST (4600 S),30623.88,2024,Street Resurfacing
3,Street Resurfacing Menu,ON S VINCENNES AVE FROM E 47TH ST (4699 S) TO E 49TH ST (4899 S),152408.58,2024,Street Resurfacing
3,Street Resurfacing Menu,ON W 17TH ST FROM S STATE ST (0 E) TO S CLARK ST (120 W),84183.08,2024,Street Resurfacing
3,Street Resurfacing Menu,ON W 19TH ST FROM 12 W TO S CLARK ST (120 W),88334.35,2024,Street Resurfacing
3,Street Speed Hump Replacement,ON S CALUMET AVE FROM E 35TH ST (3500 S) TO E 37TH ST (3700 S),0.0,2024,Street Resurfacing
3,Street Traffic Circle Menu,W 46TH ST & S PRINCETON AVE,35000.0,2024,Street Redesign
4,Alley Resurfacing Menu,S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE,23218.24,2024,Alleys
4,Alley Speed Hump Replacement,S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE,0.0,2024,Alleys
4,Arterial Street Bump Outs Menu,E 43RD ST & S BERKELEY AVE,100000.0,2024,Pedestrian Infrastructure
4,Concrete Alley Menu,E 42ND PL & S ST LAWRENCE AVE&S VINCENNES AVE & E 43RD ST,548000.0,2024,Alleys
4,Concrete Alley Menu,S CHAMPLAIN AVE & E 49TH ST&E 50TH PL & S ST LAWRENCE AVE,7685.7,2024,Alleys
4,Concrete Alley Menu,S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE,266000.0,2024,Alleys
4,Curb & Gutter Menu,4830-4832 S DORCHESTER AVE,11331.57,2024,Street Resurfacing
4,Miscellaneous CDOT Projects,4210-4212 S CHAMPLAIN AVE,600.0,2024,Misc. CDOT
4,Miscellaneous CDOT Projects,4620 S LANGLEY AVE,150.0,2024,Misc. CDOT
4,Pavement Markings Menu,ON E 43RD ST FROM S DREXEL BLVD (900 E) TO S GREENWOOD AVE (1100 E),3750.0,2024,Street Redesign
4,Sidewalk Menu,4808 S EVANS AVE,5324.91,2024,Sidewalk Repair
4,Sidewalk Menu,E 8TH ST & S STATE ST,28140.59,2024,Sidewalk Repair
4,Sidewalk Menu,ON E 48TH ST FROM S WOODLAWN AVE (1200 E) TO S KIMBARK AVE (1300 E),1988.56,2024,Sidewalk Repair
4,Street Bump Outs Menu,E 48TH ST & S DORCHESTER AVE,32000.0,2024,Pedestrian Infrastructure
4,Street Cul-de-Sac Menu,4950 S GREENWOOD AVE; S GREENWOOD AVE & E HYDE PARK BLVD,5481.9,2024,Street Redesign
4,Street Resurfacing Menu,ON S CHAMPLAIN AVE FROM E 45TH ST (4500 S) TO E 46TH ST (4600 S),30623.88,2024,Street Resurfacing
4,Street Resurfacing Menu,ON S HOLDEN CT FROM E 8TH ST (800 S) TO E 11TH ST (1100 S),88379.74,2024,Street Resurfacing
4,Street Resurfacing Menu,ON S OAKENWALD AVE FROM E 43RD ST (4300 S) TO E 44TH PL (4430 S),102427.76,2024,Street Resurfacing
4,Street Resurfacing Menu,ON S PARK TER FROM 1199 S TO W 9TH ST (900 S),82002.05,2024,Street Resurfacing
4,Street Resurfacing Menu,ON S PLYMOUTH CT FROM 1178 S TO W 9TH ST (900 S),48672.61,2024,Street Resurfacing
4,Street Resurfacing Menu,ON S PLYMOUTH CT FROM 840 S TO W POLK ST (800 S),26975.29,2024,Street Resurfacing
4,Street Speed Hump Menu,ON S INDIANA AVE FROM E 29TH ST (2900 S) TO E 31ST ST (3100 S),12200.0,2024,Street Resurfacing
4,Street Speed Hump Menu,ON S LAKE PARK AVE FROM E 44TH PL (4440 S) TO E 47TH ST (4699 S),5790.75,2024,Street Resurfacing
4,Street Speed Hump Replacement,ON S HOLDEN CT FROM E 8TH ST (800 S) TO E 11TH ST (1100 S),0.0,2024,Street Resurfacing
4,Street Speed Hump Replacement,ON S OAKENWALD AVE FROM E 43RD ST (4300 S) TO E 44TH PL (4430 S),0.0,2024,Street Resurfacing
4,Street Speed Hump Replacement,ON S PARK TER FROM 1199 S TO W 9TH ST (900 S),0.0,2024,Street Resurfacing
5,Alley Resurfacing Menu,E 70TH ST & S KIMBARK AVE&S WOODLAWN AVE & E 71ST ST,18956.29,2024,Alleys
5,Alley Resurfacing Menu,S OGLESBY AVE & E 72ND ST&E 73RD ST & S CRANDON AVE,38052.8,2024,Alleys
5,Alley Resurfacing Menu,S WOODLAWN AVE & E 55TH ST&E 56TH ST & S KIMBARK AVE,40634.16,2024,Alleys
5,Installation of two concrete pads at Promontory Point for two additional bike racks.,5491 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR NB,15000.0,2024,Bicycle Infrastructure
5,Miscellaneous CDOT Projects,1558 E 68TH ST,660.0,2024,Misc. CDOT
5,Sidewalk Menu,ON E 73RD ST FROM 1148 E TO S UNIVERSITY AVE (1130 E),21749.24,2024,Sidewalk Repair
5,Street Resurfacing Menu,ON E 65TH ST FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E),56391.64,2024,Street Resurfacing
5,Street Resurfacing Menu,ON E 66TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E),63477.51,2024,Street Resurfacing
5,Street Resurfacing Menu,ON E 72ND PL FROM S EUCLID AVE (1930 E) TO S MERRILL AVE (2130 E),134783.03,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S DANTE AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S),82218.05,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S EAST END AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S),54281.74,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S ELLIS AVE FROM E 53RD ST (5300 S) TO E 54TH ST (5400 S),47767.63,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S EUCLID AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S),46775.45,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S GREENWOOD AVE FROM E 53RD ST (5300 S) TO E 55TH ST (5500 S),165172.14,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S GREENWOOD AVE FROM E 74TH ST (7399 S) TO E 75TH ST (7470 S),50561.01,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S HARPER AVE FROM E 57TH ST (5700 S) TO E 59TH ST (5900 S),109291.87,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S HARPER AVE FROM E 69TH ST (6900 S) TO E 69TH PL (6930 S),41063.85,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S OGLESBY AVE FROM 7100 S TO E 72ND ST (7200 S),42130.88,2024,Street Resurfacing
5,Street Resurfacing Menu,ON S OGLESBY AVE FROM E 68TH ST (6800 S) TO E 69TH ST (6900 S),54483.27,2024,Street Resurfacing
5,Street Resurfacing Menu,ON W 65TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E),41778.57,2024,Street Resurfacing
5,Street Speed Hump Menu,5400 S RIDGEWOOD CT,7320.0,2024,Street Resurfacing
5,Street Speed Hump Menu,ON S BLACKSTONE AVE FROM E 58TH ST (5800 S) TO E 59TH ST (5900 S),4880.0,2024,Street Resurfacing
5,Street Speed Hump Menu,ON S HARPER AVE FROM E 56TH ST (5600 S) TO E 57TH ST (5700 S),7320.0,2024,Street Resurfacing
5,Street Speed Hump Replacement,ON E 66TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E),0.0,2024,Street Resurfacing
5,Street Speed Hump Replacement,ON E 72ND PL FROM S EUCLID AVE (1930 E) TO S MERRILL AVE (2130 E),0.0,2024,Street Resurfacing
5,Street Speed Hump Replacement,ON S DANTE AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S),0.0,2024,Street Resurfacing
5,Street Speed Hump Replacement,ON S HARPER AVE FROM E 57TH ST (5700 S) TO E 59TH ST (5900 S),0.0,2024,Street Resurfacing
5,Street Speed Hump Replacement,ON S HARPER AVE FROM E 69TH ST (6900 S) TO E 69TH PL (6930 S),0.0,2024,Street Resurfacing
6,Curb & Gutter Menu,ON S PRAIRIE AVE FROM E 82ND ST (8200 S) TO E 84TH ST (8400 S),4373.5,2024,Street Resurfacing
6,Miscellaneous CDOT Projects,532 E 79TH ST,660.0,2024,Misc. CDOT
6,Miscellaneous CDOT Projects,8216 S VINCENNES AVE,660.0,2024,Misc. CDOT
6,Sidewalk Menu,6931 S SOUTH CHICAGO AVE,5137.72,2024,Sidewalk Repair
6,Sidewalk Menu,8101 S STEWART AVE,22165.71,2024,Sidewalk Repair
6,Street Light Upgrade Menu,7228 S WABASH AVE,500.0,2024,Lighting
6,Street Light Upgrade Menu,7938 S VERNON AVE,500.0,2024,Lighting
6,Street Light Upgrade Menu,9110 S INDIANA AVE,500.0,2024,Lighting
6,Street Light Upgrade Menu,9234 S MICHIGAN AVE; 9240 S MICHIGAN AVE,1000.0,2024,Lighting
6,Street Light Upgrade Menu,E 84TH ST & S STATE ST&S WABASH AVE & E 85TH ST,287.31,2024,Lighting
6,Street Resurfacing Menu,ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S WABASH AVE (50 E),58919.47,2024,Street Resurfacing
6,Street Resurfacing Menu,ON S LANGLEY AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S),59511.71,2024,Street Resurfacing
6,Street Speed Hump Menu,ON E 84TH ST FROM S CALUMET AVE (340 E) TO S DR MARTIN LUTHER KING JR DR (400 E),2440.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON E 84TH ST FROM S MICHIGAN AVE (100 E) TO S PRAIRIE AVE (300 E),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON E 84TH ST FROM S VERNON AVE (440 E) TO S ST LAWRENCE AVE (599 E),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON E 85TH ST FROM S INDIANA AVE (200 E) TO S PRAIRIE AVE (300 E),2440.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S WABASH AVE (50 E),2440.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S CALUMET AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S CALUMET AVE FROM E 94TH ST (9400 S) TO E 95TH ST (9500 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S CHAMPLAIN AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S CHAMPLAIN AVE FROM E 82ND ST (8200 S) TO E 83RD ST (8300 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S EBERHART AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S INDIANA AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S LANGLEY AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S MICHIGAN AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S MICHIGAN AVE FROM E 84TH ST (8400 S) TO E 87TH ST (8700 S),14640.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S NORMAL AVE FROM W MARQUETTE RD (6700 S) TO W 69TH ST (6900 S),9760.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 69TH ST (6900 S) TO E 71ST ST (7100 S),9760.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 77TH ST (7700 S) TO E 78TH ST (7800 S),4880.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S WABASH AVE FROM E 83RD ST (8300 S) TO E 87TH ST (8700 S),19520.0,2024,Street Resurfacing
6,Street Speed Hump Menu,ON S WABASH AVE FROM E MARQUETTE RD (6700 S) TO E 68TH ST (6800 S),4880.0,2024,Street Resurfacing
7,ADA - Street Resurfacing Menu,ON E 81ST ST FROM S CRANDON AVE (2300 E) TO S OGLESBY AVE (2330 E),7406.94,2024,Street Resurfacing
7,ADA - Street Resurfacing Menu,ON E 96TH ST FROM S CONSTANCE AVE (1840 E) TO S CHAPPEL AVE (2100 E),15887.13,2024,Street Resurfacing
7,Alley Apron Menu,9058 S OGLESBY AVE,18568.2,2024,Alleys
7,Alley Apron Menu,ON E 77TH ST FROM S PHILLIPS AVE (2430 E) TO S ESSEX AVE (2500 E); 2443 E 77TH ST; 2444 E 77TH ST,22894.79,2024,Alleys
7,Curb & Gutter Menu,ON S MERRILL AVE FROM E 91ST ST (9100 S) TO E 94TH ST (9400 S),95929.15,2024,Street Resurfacing
7,Sidewalk Menu,10055 S LUELLA AVE,15712.26,2024,Sidewalk Repair
7,Sidewalk Menu,7328 S EUCLID AVE,6451.19,2024,Sidewalk Repair
7,Sidewalk Menu,9116 S SAGINAW AVE,3302.59,2024,Sidewalk Repair
7,Street Light Upgrade Menu,7537 S PHILLIPS AVE; 7533 S PHILLIPS AVE,1000.0,2024,Lighting
7,Street Resurfacing Menu,ON E 73RD ST FROM 2600 E TO S EXCHANGE AVE (2520 E),35231.4,2024,Street Resurfacing
7,Street Resurfacing Menu,ON E 78TH ST FROM 2948 E TO S EXCHANGE AVE (2900 E),31659.21,2024,Street Resurfacing
7,Street Resurfacing Menu,ON E 81ST ST FROM S CRANDON AVE (2300 E) TO S OGLESBY AVE (2330 E),24162.7,2024,Street Resurfacing
7,Street Resurfacing Menu,ON E 96TH ST FROM S CONSTANCE AVE (1840 E) TO S CHAPPEL AVE (2100 E),108632.77,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S BRANDON AVE FROM E 82ND ST (8200 S) TO E 83RD ST (8300 S),71284.87,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S CALHOUN AVE FROM E 102ND ST (10200 S) TO E 103RD ST (10300 S),28185.12,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S CORNELL AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S),63782.84,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S EUCLID AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),47906.75,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S LUELLA AVE FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),60026.61,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S),52031.36,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 93RD ST (9300 S) TO E 94TH ST (9400 S),58387.88,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S OGLESBY AVE FROM E 89TH ST (8900 S) TO E 91ST ST (9100 S),127577.12,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S PAXTON AVE FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),49642.83,2024,Street Resurfacing
7,Street Resurfacing Menu,ON S SAGINAW AVE FROM E 91ST ST (9100 S) TO E 93RD ST (9300 S),118670.89,2024,Street Resurfacing
7,Street Speed Hump Menu,ON E 74TH ST FROM S YATES BLVD (2400 E) TO S PHILLIPS AVE (2450 E),2440.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S BALTIMORE AVE FROM E 83RD ST (8300 S) TO E 84TH ST (8400 S),9760.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S CRANDON AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S),9760.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S KINGSTON AVE FROM E 90TH ST (9000 S) TO E 91ST ST (9100 S),4880.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S MANISTEE AVE FROM E 92ND ST (9200 S) TO E 93RD ST (9300 S),4880.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S MARQUETTE AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S),4880.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S PHILLIPS AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),4880.0,2024,Street Resurfacing
7,Street Speed Hump Menu,ON S VAN VLISSINGEN RD FROM E 97TH ST (9700 S) TO E 98TH ST (9800 S),4880.0,2024,Street Resurfacing
7,Street Speed Hump Replacement,ON E 96TH ST FROM S CONSTANCE AVE (1840 E) TO S CHAPPEL AVE (2100 E),0.0,2024,Street Resurfacing
7,Street Speed Hump Replacement,ON S CORNELL AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S),0.0,2024,Street Resurfacing
7,Street Speed Hump Replacement,ON S LUELLA AVE FROM E 99TH ST (9900 S) TO E 100TH ST (10000 S),0.0,2024,Street Resurfacing
7,Street Speed Hump Replacement,ON S MANISTEE AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S),0.0,2024,Street Resurfacing
7,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 89TH ST (8900 S) TO E 91ST ST (9100 S),0.0,2024,Street Resurfacing
8,ADA - Street Resurfacing Menu,ON E 86TH ST FROM S DORCHESTER AVE (1400 E) TO S DANTE AVE (1430 E),2887.23,2024,Street Resurfacing
8,ADA - Street Resurfacing Menu,ON S KIMBARK AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S),11213.19,2024,Street Resurfacing
8,Bollard Menu,8459 S JEFFERY BLVD,5091.96,2024,Pedestrian Infrastructure
8,Curb & Gutter Menu,8810 S CLYDE AVE,7447.1,2024,Street Resurfacing
8,Curb & Gutter Menu,9017 S EAST END AVE,10073.66,2024,Street Resurfacing
8,Miscellaneous CDOT Projects,1738-1740 E 79TH ST; 1742-1744 E 79TH ST; 1748 E 79TH ST; 1710-1712 E 79TH ST,300.0,2024,Misc. CDOT
8,Miscellaneous CDOT Projects,7643 S SOUTH CHICAGO AVE; 7671 S SOUTH CHICAGO AVE; 7647 S SOUTH CHICAGO AVE; 7653 S SOUTH CHICAGO AVE,300.0,2024,Misc. CDOT
8,Sidewalk Menu,1006 E 76TH ST; 1010 E 76TH ST; 1004 E 76TH ST,27906.11,2024,Sidewalk Repair
8,Sidewalk Menu,545 E 88TH ST,12311.37,2024,Sidewalk Repair
8,Sidewalk Menu,8226 S DORCHESTER AVE,5264.31,2024,Sidewalk Repair
8,Sidewalk Menu,8829-8833 S EUCLID AVE,14674.07,2024,Sidewalk Repair
8,Sidewalk Menu,8906 S EAST END AVE,10260.33,2024,Sidewalk Repair
8,Sidewalk Menu,9143 S EUCLID AVE,3355.47,2024,Sidewalk Repair
8,Sidewalk Menu,9157 S CONSTANCE AVE,31073.07,2024,Sidewalk Repair
8,Sidewalk Menu,9200 S AVALON AVE; S AVALON AVE & E 92ND ST,17807.6,2024,Sidewalk Repair
8,Sidewalk Menu,9747 S DOBSON AVE,6427.47,2024,Sidewalk Repair
8,Street Light Upgrade Menu,1643 E 86TH PL,500.0,2024,Lighting
8,Street Light Upgrade Menu,7914 S EUCLID AVE,500.0,2024,Lighting
