39,Miscellaneous-Other,Misc.
39,Miscellaneous Other,Misc.
39,Bus Pad,Misc.
39,Traffic Signal,Misc.
39,CPD - Property Acquisition and Redevelopment - 4546 N Kedvale,Misc.
39,Pond Repair,Misc.
39,Firehouse Engine 79 Impovements,Misc.
39,Speed Indicator Signs,Misc.
40,Traffic Signals,Misc.
40,Bollard Menu,Misc.
40,Miscellaneous Other,Misc.
40,Miscellaneous Other Projects,Misc.
40,Bus Pad,Misc.
40,Drinking Fountains at Mather; Green Briar,Misc.
41,Bollard Menu,Misc.
41,Pole Painting,Misc.
41,Traffic Signals,Misc.
41,Miscellaneous Other,Misc.
41,Traffic Signal,Misc.
41,Landscaping,Misc.
41,Speed Indicator Signs,Misc.
41,Facility Improvements Engine House 79,Misc.
42,Bollard Menu,Misc.
42,Traffic Signals,Misc.
42,Pole Painting,Misc.
42,Miscellaneous-Other,Misc.
42,Miscellaneous Other,Misc.
42,Traffic Equipment,Misc.
42,Traffic Signal LED,Misc.
42,Traffic Signal Pole,Misc.
42,Partial Traffic Signal Modernization,Misc.
42,Traffic Signal Modernization Menu,Misc.
42,Traffic Signal- Two Way Conversion,Misc.
42,Near-side signal installation at N. Peshtigo Ct. & E. Illinois Ave.,Misc.
43,Pole Painting,Misc.
43,Traffic Signals,Misc.
43,Miscellaneous-Other,Misc.
43,Bollard Menu,Misc.
43,Miscellaneous-BOE,Misc.
43,Miscellaneous Other,Misc.
43,Division St Underpass,Misc.
43,Bus Pad,Misc.
43,Ward 43 Honorary Sign; Martha Lavey,Misc.
43,Green City Market - Parjana Installation,Misc.
43,Service installation from the Fire House Engine 22 by AIS (2FM),Misc.
43,Diversey Turf Field - Safety Netting,Misc.
44,Pole Painting,Misc.
44,Acquisition,Misc.
44,Miscellaneous-Other,Misc.
44,Traffic Signals,Misc.
44,Miscellaneous Other,Misc.
44,Traffic Signal Pole,Misc.
44,Greenway Project,Misc.
44,Feasibility Study,Misc.
44,2016 Menu (Ward 44) Lakeview Health Cente,Misc.
44,Traffic Signal Modernization Menu,Misc.
44,Traffic Signal Modernization Design Menu,Misc.
44,DWM Resurfacing Supplement,Misc.
45,Bollard Menu,Misc.
45,Traffic Signals,Misc.
45,Miscellaneous Other,Misc.
45,Miscellaneous Other Projects,Misc.
46,Traffic Signals,Misc.
46,Miscellaneous-Other,Misc.
46,Model Block,Misc.
46,Streetscape,Misc.
46,Pole Painting,Misc.
46,Miscellaneous Other,Misc.
46,Traffic Equipment,Misc.
46,Traffic Signal,Misc.
46,Dog Wash Montrose Dog Beach,Misc.
46,Montrose Beach Fence for Dog Area,Misc.
46,Traffic Signal LED Upgrade Menu,Misc.
46,Speed Indicator Signs,Misc.
46,Traffic Signal Modernization Menu,Misc.
47,Pole Painting,Misc.
47,Miscellaneous-Other,Misc.
47,Bollard Menu,Misc.
47,Streetscape,Misc.
47,Miscellaneous-BOE,Misc.
47,Traffic Signals,Misc.
47,Miscellaneous Other,Misc.
47,Bus Pad,Misc.
47,2016 Menu (Ward 47) Trees,Misc.
48,Traffic Signals,Misc.
48,Miscellaneous-Other,Misc.
48,Bollard Menu,Misc.
48,Acquisition,Misc.
48,Traffic Signal LED,Misc.
48,Miscellaneous Other,Misc.
48,Traffic Signal,Misc.
48,Bus Pad,Misc.
48,Traffic Equipment,Misc.
48,Cedar Playlot - capital improvements,Misc.
48,Speed Indicator Signs,Misc.
49,Bollard Menu,Misc.
49,Miscellaneous-Other,Misc.
49,Pole Painting,Misc.
49,CTA,Misc.
49,Miscellaneous Other,Misc.
49,Sculpture by Davis McCarty to be placed at Devon and Sheridan,Misc.
49,Loyola/Leone Beach Footwash Station and Mister/Sprayer,Misc.
50,Pole Painting,Misc.
50,Collector Street - Miscellaneous Concrete,Misc.
4,Speed Indicator Signs,Misc.
5,Miscellaneous Other Projects,Misc.
5,E 71st Pl from S Jeffery Ave to 1950 E; S Cryil Ave from E 72nd St to E 71st Pl,Misc.
7,Miscellaneous Other Projects,Misc.
7,Bus Pad,Misc.
23,Speed Indicator Signs,Misc.
25,Arterial Pole and Traffic Equipment Paiting,Misc.
25,LED Changeouts,Misc.
27,Traffic Signal Modernization Design Menu,Misc.
31,Speed Indicator Signs,Misc.
35,Planter Installation On Fullerton Avenue,Misc.
38,Speed Indicator Signs,Misc.
40,Main Replacement Resurfacing to Ashland on Farragut and Berwyn,Misc.
43,Traffic Signal Upgrades,Misc.
44,Miscellaneous Other Projects,Misc.
46,MONTROSE & CLARENDON; SE BROADWAY & W WILSON AVE; N HAZEL ST & W MONTROSE AVE; N BROADWAY & W SUNNYSIDE AVE,Misc.
47,Speed Indicator Signs,Misc.
48,Traffic Signal Upgrades,Misc.
49,Heat lamp shelter bench installation at Jarvis Morse and northbound Loyola stations,Misc.
1,Neighborhood Infrastructure - Housing,Misc.
2,P.F.C. Joseph Schallmoser Honorary Sign,Misc.
3,50/50 Neighborhoods Arts Project,Misc.
8,50/50 Neighborhood Arts Project,Misc.
10,50/50 Neighborhood Arts Project,Misc.
11,Ramp Reconstruction,Misc.
12,50/50 Neighborhoods Arts Project,Misc.
15,Miscellaneous Other Projects,Misc.
19,50/50 Neighborhood Arts Project,Misc.
24,50/50 Neighborhood Arts Project,Misc.
25,Avenida Carmen Escarzaga Honorary Sign,Misc.
25,50/50 Neighborhood Art Program,Misc.
26,50/50 Neighborhood Arts Project,Misc.
26,Neighborhood Infrastructure - Housing,Misc.
27,50/50 Neighborhoods Arts Project,Misc.
28,50/50 Neighborhood Arts Project,Misc.
29,Participatory Budgeting Projects,Misc.
29,50/50 Neighborhood Arts Project,Misc.
30,ADA-Concrete Allley,Misc.
30,50/50 Neighborhood Arts Project,Misc.
31,50/50 Neighborhood Arts Project,Misc.
35,50/50 Neighborhoods Arts Project,Misc.
36,50/50 Neighborhood Arts Project,Misc.
38,Neighborhood Art Program,Misc.
39,50/50 Neighborhoods Arts Project,Misc.
40,143 Trees Planted - Various Locations,Misc.
43,50/50 Neighborhood Arts Project,Misc.
44,50/50 Neighborhood Arts Project,Misc.
45,2016 Menu Ward 45 - Trees,Misc.
45,286 Trees - various locations,Misc.
46,50/50 Neighborhoods Arts Project,Misc.
47,2016 Menu - Ward 47 Mosaic - Wilson Ave Bridge (Mosaic),Misc.
47,People Spot Project in Various Locations,Misc.
48,2016 Menu (Ward 48) - 40 Trees,Misc.
48,50/50 Neighborhood Arts Project,Misc.
48,Trees (DSS) - various locations in the ward,Misc.
48,Trees - DSS Dept. of Forestry,Misc.
48,Ward 48 Trees - Various Locations,Misc.
49,100 Trees,Misc.
4,Dog Friendly Area: 4954 S. St. Lawrence Ave,Misc.
8,Collector Street - Miscellaneous Concrete ,Misc.
8,Speed Indicator Signs,Misc.
12,Speed Indicator Signs,Misc.
16,Collector Street - Miscellaneous Concrete ,Misc.
16,Speed Indicator Signs,Misc.
24,Speed Indicator Signs,Misc.
33,33rd Ward Planters,Misc.
35,Speed Indicator Signs,Misc.
38,RuBeNo Triangle Acquisition,Misc.
39,Little Gompers Baseball Diamond Rehab,Misc.
43,Chicago Sculpture Exhibit 43 Ward,Misc.
43,Two Picnic Tables - Fire Station 1950 N Larrabee,Misc.
45,Speed Indicator Signs,Misc.
46,Bus Pad,Misc.
46,Catch Basin Installation 1000 Block of W Sunnyside Ave,Misc.
48,Volini Plaza,Misc.
