ward,year,item,location,cost,category
14,2025,Street Speed Hump Menu,ON S MAPLEWOOD AVE FROM W 52ND ST  (5200 S) TO W 53RD ST  (5300 S),4880.0,Street Resurfacing
14,2025,Street Speed Hump Menu,ON S ST LOUIS AVE FROM W 57TH ST  (5700 S) TO W 60TH ST  (6000 S),12200.0,Street Resurfacing
14,2025,Street Speed Hump Menu,ON W 58TH ST FROM S CHRISTIANA AVE  (3330 W) TO S SPAULDING AVE  (3300 W),2440.0,Street Resurfacing
14,2025,Street Speed Hump Menu,ON W 58TH ST FROM S TRUMBULL AVE  (3430 W) TO S ST LOUIS AVE  (3500 W),2440.0,Street Resurfacing
14,2025,Street Speed Hump Replacement,ON S HOMAN AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),0.0,Street Resurfacing
14,2025,Street Speed Hump Replacement,ON W 58TH ST FROM S TRUMBULL AVE  (3430 W) TO S CENTRAL PARK AVE  (3600 W),0.0,Street Resurfacing
14,2025,Street Speed Hump Replacement,ON W 60TH PL FROM S CENTRAL PARK AVE  (3600 W) TO S HOMAN AVE  (3400 W),0.0,Street Resurfacing
14,2025,Street Speed Hump Replacement,ON W 60TH ST FROM S HOMAN AVE  (3400 W) TO S ST LOUIS AVE  (3500 W),0.0,Street Resurfacing
15,2025,Alley Resurfacing Menu,S SACRAMENTO AVE &  W 66TH ST&W MARQUETTE RD &  S WHIPPLE ST,28372.23,Alleys
15,2025,Alley Resurfacing Menu,W 43RD ST &  S ASHLAND AVE&S MARSHFIELD AVE &  W 44TH ST,48863.33,Alleys
15,2025,Alley Resurfacing Menu,W 44TH ST &  S NORMAL AVE&S WALLACE ST &  W 44TH PL,42870.95,Alleys
15,2025,Alley Resurfacing Menu,W 45TH PL &  S NORMAL AVE&S WALLACE ST &  W 46TH ST,28487.94,Alleys
15,2025,Alley Resurfacing Menu,W 47TH ST &  S DAMEN AVE&S SEELEY AVE &  W 48TH ST,42885.25,Alleys
15,2025,Alley Resurfacing Menu,W 47TH ST &  S HONORE ST&S WOLCOTT AVE &  W 48TH ST; 1841 W 47TH ST,52742.5,Alleys
15,2025,Alley Resurfacing Menu,W 50TH PL &  S OAKLEY AVE&S WESTERN BLVD &  W 51ST ST,29726.28,Alleys
15,2025,Alley Resurfacing Menu,W 54TH ST &  S MAPLEWOOD AVE&S ROCKWELL ST &  W 55TH ST,47888.79,Alleys
15,2025,Alley Resurfacing Menu,W 62ND ST &  S WHIPPLE ST&S ALBANY AVE &  W 63RD ST,40769.72,Alleys
15,2025,Alley Resurfacing Menu,W 64TH ST &  S ALBANY AVE&S TROY ST &  W 65TH ST,35041.17,Alleys
15,2025,Alley Resurfacing Menu,W 64TH ST &  S CALIFORNIA AVE&S MOZART ST &  W 65TH ST,36227.35,Alleys
15,2025,Alley Resurfacing Menu,W 64TH ST &  S MOZART ST&S FRANCISCO AVE &  W 65TH ST,34979.37,Alleys
15,2025,Alley Resurfacing Menu,W 66TH ST &  S ALBANY AVE&S TROY ST &  W MARQUETTE RD,27451.61,Alleys
15,2025,Alley Speed Hump Menu,S SACRAMENTO AVE &  W 66TH ST&W MARQUETTE RD &  S WHIPPLE ST,0.0,Alleys
15,2025,Alley Speed Hump Menu,S WESTERN AVE &  W 46TH PL&W 46TH ST &  S ROCKWELL ST,5800.0,Alleys
15,2025,Alley Speed Hump Menu,S WOLCOTT AVE &  W 65TH ST&W 66TH ST &  S HONORE ST,1450.0,Alleys
15,2025,Alley Speed Hump Menu,W 55TH ST &  S WASHTENAW AVE&S FAIRFIELD AVE &  W 56TH ST,2175.0,Alleys
15,2025,Alley Speed Hump Menu,W 56TH ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W 57TH ST,2175.0,Alleys
15,2025,Alley Speed Hump Menu,W 58TH ST &  S CALIFORNIA AVE&S FAIRFIELD AVE &  W 59TH ST,2900.0,Alleys
15,2025,Alley Speed Hump Replacement,W 43RD ST &  S ASHLAND AVE&S MARSHFIELD AVE &  W 44TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 44TH ST &  S NORMAL AVE&S WALLACE ST &  W 44TH PL,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 45TH PL &  S NORMAL AVE&S WALLACE ST &  W 46TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 47TH ST &  S DAMEN AVE&S SEELEY AVE &  W 48TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 47TH ST &  S HONORE ST&S WOLCOTT AVE &  W 48TH ST; 1841 W 47TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 54TH ST &  S MAPLEWOOD AVE&S ROCKWELL ST &  W 55TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 62ND ST &  S WHIPPLE ST&S ALBANY AVE &  W 63RD ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 64TH ST &  S CALIFORNIA AVE&S MOZART ST &  W 65TH ST,0.0,Alleys
15,2025,Alley Speed Hump Replacement,W 66TH ST &  S ALBANY AVE&S TROY ST &  W MARQUETTE RD,0.0,Alleys
15,2025,Bollard Menu,2501 W 54TH ST,2833.58,Pedestrian Infrastructure
15,2025,Bollard Menu,4501 S WALLACE ST,1455.73,Pedestrian Infrastructure
15,2025,Sidewalk Menu,2834 W 57TH ST,33102.09,Sidewalk Repair
15,2025,Sidewalk Menu,5640 S SEELEY AVE,3393.26,Sidewalk Repair
15,2025,Sidewalk Menu,5654 S WASHTENAW AVE,11379.86,Sidewalk Repair
15,2025,Sidewalk Menu,5658 S CAMPBELL AVE,14946.01,Sidewalk Repair
15,2025,Sidewalk Menu,5700 S MOZART ST,18393.3,Sidewalk Repair
15,2025,Sidewalk Menu,5920 S HERMITAGE AVE,4818.26,Sidewalk Repair
15,2025,Sidewalk Menu,6345 S HERMITAGE AVE,4617.29,Sidewalk Repair
15,2025,Sidewalk Menu,6427 S SACRAMENTO AVE,8939.13,Sidewalk Repair
15,2025,Street Bump Outs Menu,W 49TH ST &  S HALSTED ST,26831.75,Pedestrian Infrastructure
15,2025,Street Light Residential Staggered Piggy Back Menu,ON S MOZART ST FROM W 65TH ST  (6500 S) TO W MARQUETTE RD  (6700 S),370000.0,Lighting
15,2025,Street Light Upgrade Menu,5023 S HOYNE AVE,500.0,Lighting
15,2025,Street Light Upgrade Menu,5702 S DAMEN AVE; 5715 S DAMEN AVE; 5740 S DAMEN AVE,1500.0,Lighting
15,2025,Street Light Upgrade Menu,5816 S HONORE ST,500.0,Lighting
15,2025,Street Light Upgrade Menu,W 51ST ST &  S CENTRAL PARK AVE&S WESTERN AVE &  W 73RD ST,178555.35,Lighting
15,2025,Street Resurfacing Menu,ON S FRANCISCO AVE FROM W 57TH ST  (5700 S) TO W 59TH ST  (5900 S),118325.11,Street Resurfacing
15,2025,Street Resurfacing Menu,ON W 56TH ST FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),74756.14,Street Resurfacing
15,2025,Street Resurfacing Menu,ON W 57TH ST FROM S WASHTENAW AVE  (2700 W) TO S FAIRFIELD AVE  (2730 W),26940.08,Street Resurfacing
15,2025,Street Resurfacing Menu,ON W 64TH ST FROM S SACRAMENTO AVE  (3000 W) TO S WHIPPLE ST  (3030 W),23957.35,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S ARTESIAN AVE FROM W 54TH ST  (5400 S) TO W 55TH ST  (5500 S),2440.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S FAIRFIELD AVE FROM W 55TH ST  (5500 S) TO W 57TH ST  (5700 S),4880.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S FAIRFIELD AVE FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),4880.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S HERMITAGE AVE FROM W 64TH ST  (6400 S) TO W 65TH ST  (6500 S),962.19,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S MAPLEWOOD AVE FROM W 50TH ST  (5000 S) TO W 51ST ST  (5100 S),4880.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S RICHMOND ST FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),4880.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S TALMAN AVE FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),4880.0,Street Resurfacing
15,2025,Street Speed Hump Menu,ON S WHIPPLE ST FROM W 60TH ST  (6000 S) TO W 61ST ST  (6100 S); 6000 S WHIPPLE ST,324.65,Street Resurfacing
15,2025,Street Speed Hump Replacement,ON S FRANCISCO AVE FROM W 57TH ST  (5700 S) TO W 59TH ST  (5900 S),0.0,Street Resurfacing
15,2025,Street Speed Hump Replacement,ON W 56TH ST FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),0.0,Street Resurfacing
16,2025,Alley Resurfacing Menu,5414 S HONORE ST; W 54TH ST &  S HONORE ST&S WOLCOTT AVE &  W GARFIELD BLVD,53548.23,Alleys
16,2025,Alley Resurfacing Menu,S HALSTED ST &  W 59TH ST&W 60TH ST &  S GREEN ST,54598.85,Alleys
16,2025,Alley Resurfacing Menu,S HOYNE AVE &  W 66TH ST&W MARQUETTE RD &  S SEELEY AVE,38052.8,Alleys
16,2025,Alley Resurfacing Menu,S ROCKWELL ST &  W 60TH ST&W 61ST ST &  S TALMAN AVE,57665.67,Alleys
16,2025,Alley Resurfacing Menu,S WOLCOTT AVE &  W 52ND ST&W 53RD ST &  S WINCHESTER AVE,32754.53,Alleys
16,2025,Alley Resurfacing Menu,W 51ST ST &  S WINCHESTER AVE&S DAMEN AVE &  W 52ND ST; 1935-1953 W 51ST ST,40289.61,Alleys
16,2025,Alley Resurfacing Menu,W 51ST ST &  S WOLCOTT AVE&S WINCHESTER AVE &  W 52ND ST,39954.35,Alleys
16,2025,Alley Resurfacing Menu,W 56TH ST &  S ADA ST&S LOOMIS BLVD &  W 57TH ST,47615.34,Alleys
16,2025,Alley Resurfacing Menu,W 61ST ST &  S LOOMIS BLVD&S ADA ST &  W 62ND ST,35980.15,Alleys
16,2025,Alley Resurfacing Menu,W 63RD ST &  S CAMPBELL AVE&S ARTESIAN AVE &  W 64TH ST,32305.31,Alleys
16,2025,Alley Resurfacing Menu,W 63RD ST &  S CLAREMONT AVE&S WESTERN AVE &  W 64TH ST,38903.73,Alleys
16,2025,Alley Resurfacing Menu,W 66TH ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W MARQUETTE RD,34634.81,Alleys
16,2025,Alley Resurfacing Menu,W 66TH ST &  S WASHTENAW AVE&S TALMAN AVE &  W MARQUETTE RD,35858.86,Alleys
16,2025,Alley Resurfacing Menu,W 68TH ST &  S CAMPBELL AVE&S MAPLEWOOD AVE &  W LITHUANIAN PLAZA CT,32645.21,Alleys
16,2025,Alley Speed Hump Replacement,S ROCKWELL ST &  W 60TH ST&W 61ST ST &  S TALMAN AVE,0.0,Alleys
16,2025,Alley Speed Hump Replacement,W 51ST ST &  S WINCHESTER AVE&S DAMEN AVE &  W 52ND ST; 1935-1953 W 51ST ST,0.0,Alleys
16,2025,Alley Speed Hump Replacement,W 61ST ST &  S LOOMIS BLVD&S ADA ST &  W 62ND ST,0.0,Alleys
16,2025,Alley Speed Hump Replacement,W 66TH ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W MARQUETTE RD,0.0,Alleys
16,2025,Arterial Street Bump Outs Menu,S RACINE AVE &  W 69TH ST,83591.64,Pedestrian Infrastructure
16,2025,Miscellaneous CDOT Projects,6241 S LOOMIS BLVD,369.82,Misc. CDOT
16,2025,Sidewalk Menu,5200 S LAFLIN ST,16692.02,Sidewalk Repair
16,2025,Sidewalk Menu,5400 S WINCHESTER AVE,16776.13,Sidewalk Repair
16,2025,Sidewalk Menu,6001 S TALMAN AVE,18090.31,Sidewalk Repair
16,2025,Sidewalk Menu,6354 S TALMAN AVE,5350.26,Sidewalk Repair
16,2025,Street Light Upgrade Menu,2015-2017 W 51ST ST,500.0,Lighting
16,2025,Street Resurfacing Menu,ON S ADA ST FROM W 61ST ST  (6100 S) TO W 64TH ST  (6400 S),170207.02,Street Resurfacing
16,2025,Street Resurfacing Menu,ON S HONORE ST FROM W 54TH ST  (5400 S) TO W GARFIELD BLVD  (5500 S),59518.03,Street Resurfacing
16,2025,Street Resurfacing Menu,ON S JUSTINE ST FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),55489.46,Street Resurfacing
16,2025,Street Resurfacing Menu,ON S MAPLEWOOD AVE FROM W 63RD ST  (6300 S) TO W 65TH ST  (6500 S),103968.6,Street Resurfacing
16,2025,Street Resurfacing Menu,ON S MARSHFIELD AVE FROM W 60TH ST  (6000 S) TO W 61ST ST  (6100 S),46841.52,Street Resurfacing
16,2025,Street Resurfacing Menu,ON S MARSHFIELD AVE FROM W GARFIELD BLVD  (5500 S) TO W 56TH ST  (5600 S),41621.98,Street Resurfacing
16,2025,Street Resurfacing Menu,ON W 60TH PL FROM S UNION AVE  (700 W) TO S HALSTED ST  (800 W),65555.04,Street Resurfacing
16,2025,Street Speed Hump Menu,ON S HOYNE AVE FROM W 66TH ST  (6600 S) TO W MARQUETTE RD  (6700 S),4880.0,Street Resurfacing
16,2025,Street Speed Hump Menu,ON S JUSTINE ST FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),4880.0,Street Resurfacing
16,2025,Street Speed Hump Menu,ON S MAY ST FROM W MARQUETTE RD  (6700 S) TO W 69TH ST  (6900 S),9760.0,Street Resurfacing
16,2025,Street Speed Hump Menu,ON S MORGAN ST FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),4880.0,Street Resurfacing
16,2025,Street Speed Hump Menu,ON W 53RD PL FROM 2151 W TO S DAMEN AVE  (2000 W),4880.0,Street Resurfacing
16,2025,Street Speed Hump Replacement,ON S ADA ST FROM W 61ST ST  (6100 S) TO W 64TH ST  (6400 S),0.0,Street Resurfacing
16,2025,Street Speed Hump Replacement,ON S HONORE ST FROM W 54TH ST  (5400 S) TO W GARFIELD BLVD  (5500 S),0.0,Street Resurfacing
16,2025,Street Speed Hump Replacement,ON S MAPLEWOOD AVE FROM W 63RD ST  (6300 S) TO W 65TH ST  (6500 S),0.0,Street Resurfacing
16,2025,Street Speed Hump Replacement,ON S MARSHFIELD AVE FROM W 60TH ST  (6000 S) TO W 61ST ST  (6100 S),0.0,Street Resurfacing
16,2025,Street Speed Hump Replacement,ON W 60TH PL FROM S UNION AVE  (700 W) TO S HALSTED ST  (800 W),0.0,Street Resurfacing
17,2025,Alley Resurfacing Menu,W 70TH ST &  S HOYNE AVE&S HAMILTON AVE &  W 70TH PL,21860.94,Alleys
17,2025,Curb & Gutter Menu,1818 W 78TH ST,31825.68,Street Resurfacing
17,2025,Curb & Gutter Menu,ON W 84TH ST FROM S ELIZABETH ST  (1230 W) TO S LOOMIS BLVD  (1400 W),8036.59,Street Resurfacing
17,2025,Miscellaneous CDOT Projects,6944-6948 S BELL AVE,300.0,Misc. CDOT
17,2025,Miscellaneous CDOT Projects,732 W 79TH ST; 8140 S RACINE AVE; 7751 S EMERALD AVE,1245.97,Misc. CDOT
17,2025,Sidewalk Menu,2139-2141 W 72ND ST,9366.79,Sidewalk Repair
17,2025,Sidewalk Menu,450 W WINNECONNA PKWY,28138.19,Sidewalk Repair
17,2025,Sidewalk Menu,6904 S TALMAN AVE,16732.93,Sidewalk Repair
17,2025,Sidewalk Menu,6958 S FAIRFIELD AVE,24433.61,Sidewalk Repair
17,2025,Sidewalk Menu,7700 S ABERDEEN ST,160785.79,Sidewalk Repair
17,2025,Sidewalk Menu,8100 S MORGAN ST,583.53,Sidewalk Repair
17,2025,Sidewalk Menu,8156 S MAY ST,34079.6,Sidewalk Repair
17,2025,Street Light Upgrade Menu,2100 W 72ND ST,3700.0,Lighting
17,2025,Street Resurfacing Menu,ON S ELIZABETH ST FROM W 86TH ST  (8600 S) TO W 87TH ST  (8700 S),53952.97,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S EMERALD AVE FROM W 74TH ST  (7400 S) TO W 76TH ST  (7600 S),100254.73,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S HERMITAGE AVE FROM W 68TH ST  (6800 S) TO W 69TH ST  (6900 S),56068.48,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S HERMITAGE AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),56417.02,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S LAFLIN ST FROM W 69TH ST  (6900 S) TO W 71ST ST  (7100 S),113068.92,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S PAULINA ST FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),53489.03,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S PAULINA ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),53964.41,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),53434.29,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S THROOP ST FROM W 70TH ST  (7000 S) TO W 71ST ST  (7100 S),60193.3,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S THROOP ST FROM W MARQUETTE RD  (6700 S) TO W 68TH ST  (6800 S),67740.58,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S UNION AVE FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),55683.03,Street Resurfacing
17,2025,Street Resurfacing Menu,ON S WALLACE ST FROM W 76TH ST  (7600 S) TO W 79TH ST  (7900 S),126199.23,Street Resurfacing
17,2025,Street Resurfacing Menu,ON W 72ND ST FROM S PAULINA ST  (1700 W) TO S DAMEN AVE  (2000 W),259429.3,Street Resurfacing
17,2025,Street Speed Hump Menu,ON S UNION AVE FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),4880.0,Street Resurfacing
17,2025,Street Speed Hump Replacement,ON S THROOP ST FROM W 70TH ST  (7000 S) TO W 71ST ST  (7100 S),0.0,Street Resurfacing
17,2025,Street Speed Hump Replacement,ON S THROOP ST FROM W MARQUETTE RD  (6700 S) TO W 68TH ST  (6800 S),0.0,Street Resurfacing
17,2025,Street Speed Hump Replacement,ON W 72ND ST FROM S PAULINA ST  (1700 W) TO S DAMEN AVE  (2000 W),0.0,Street Resurfacing
18,2025,Curb & Gutter Menu,8055 S TALMAN AVE,7220.05,Street Resurfacing
18,2025,Miscellaneous CDOT Projects,1701 W 87TH ST,660.0,Misc. CDOT
18,2025,Sidewalk Menu,3642 W 80TH ST,4664.73,Sidewalk Repair
18,2025,Sidewalk Menu,3757 W 82ND PL,29993.96,Sidewalk Repair
18,2025,Sidewalk Menu,3828 W 77TH PL,11970.14,Sidewalk Repair
18,2025,Sidewalk Menu,3845 W 82ND ST,8239.66,Sidewalk Repair
18,2025,Sidewalk Menu,3939 W 85TH PL,6329.21,Sidewalk Repair
18,2025,Sidewalk Menu,ON S CHRISTIANA AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),60180.8,Sidewalk Repair
18,2025,Sidewalk Menu,ON S HAMILTON AVE FROM W 76TH ST  (7600 S) TO W 78TH ST  (7810 S),25525.37,Sidewalk Repair
18,2025,Sidewalk Menu,ON W 79TH PL FROM S CENTRAL PARK AVE  (3600 W) TO S LAWNDALE AVE  (3700 W),160940.8,Sidewalk Repair
18,2025,Street Cul-de-Sac Menu,S KILBOURN AVE &  W 87TH ST; 8642 S KILBOURN AVE,44952.25,Street Redesign
18,2025,Street Resurfacing Menu,ON S HAMILTON AVE FROM 8425 S TO W 84TH ST  (8400 S),41683.49,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S KILDARE AVE FROM W 85TH ST  (8500 S) TO W 87TH ST  (8700 S),110510.99,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S KOLMAR AVE FROM W 85TH ST  (8500 S) TO W 86TH ST  (8600 S),53904.04,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S KOSTNER AVE FROM W 85TH ST  (8500 S) TO W 86TH ST  (8600 S),54189.68,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S PAULINA ST FROM W 88TH ST  (8800 S) TO W 89TH ST  (8900 S),71825.64,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S SPRINGFIELD AVE FROM W 86TH PL  (8630 S) TO W 87TH ST  (8700 S),24278.21,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S TALMAN AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),59369.98,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S TROY ST FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),54223.02,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S TRUMBULL AVE FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),50619.78,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W 82ND ST  (8200 S) TO W 83RD ST  (8300 S),57415.25,Street Resurfacing
18,2025,Street Resurfacing Menu,ON S WHIPPLE ST FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),54344.43,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 77TH PL FROM S RIDGEWAY AVE  (3750 W) TO S HAMLIN AVE  (3800 W),45256.4,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 79TH PL FROM S OAKLEY AVE  (2300 W) TO S WESTERN AVE  (2400 W),50846.68,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 80TH PL FROM S OAKLEY AVE  (2300 W) TO S WESTERN AVE  (2400 W),53870.7,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 81ST ST FROM 2216 W TO S OAKLEY AVE  (2300 W),38431.59,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 82ND ST FROM S FRANCISCO AVE  (2900 W) TO S RICHMOND ST  (2930 W),29086.89,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 83RD PL FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),66373.4,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 83RD PL FROM S WHIPPLE ST  (3030 W) TO S ALBANY AVE  (3100 W),19962.26,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 84TH PL FROM S HOMAN AVE  (3400 W) TO S ST LOUIS AVE  (3500 W),53434.29,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 86TH PL FROM S FRANCISCO AVE  (2900 W) TO S SACRAMENTO AVE  (2960 W),59893.24,Street Resurfacing
18,2025,Street Resurfacing Menu,ON W 86TH ST FROM S FRANCISCO AVE  (2900 W) TO S SACRAMENTO AVE  (2960 W),57892.96,Street Resurfacing
18,2025,Street Speed Hump Menu,ON S KEELER AVE FROM W 79TH PL  (7920 S) TO W 80TH PL  (8040 S),4880.0,Street Resurfacing
18,2025,Street Speed Hump Menu,ON S LAWNDALE AVE FROM W 84TH ST  (8400 S) TO W 85TH ST  (8500 S),4880.0,Street Resurfacing
18,2025,Street Speed Hump Menu,ON S LAWNDALE AVE FROM W 85TH PL  (8530 S) TO W 87TH ST  (8700 S),9760.0,Street Resurfacing
18,2025,Street Speed Hump Menu,ON S ROCKWELL ST FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),4880.0,Street Resurfacing
18,2025,Street Speed Hump Menu,ON S TALMAN AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),4880.0,Street Resurfacing
18,2025,Street Speed Hump Menu,ON W 77TH ST FROM S SPRINGFIELD AVE  (3900 W) TO S PULASKI RD  (4000 W),2440.0,Street Resurfacing
18,2025,Street Speed Hump Replacement,ON W 83RD PL FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),0.0,Street Resurfacing
19,2025,Bollard Menu,S MALTA ST &  W 100TH PL,1923.73,Pedestrian Infrastructure
19,2025,Miscellaneous CDOT Projects,9243 S BELL AVE,660.0,Misc. CDOT
19,2025,Street Bump Outs Menu,S WALDEN PKWY &  W 101ST ST,3452.27,Pedestrian Infrastructure
19,2025,Street Resurfacing Menu,ON E 110TH ST FROM S CAMPBELL AVE  (2500 W) TO S ROCKWELL ST  (2600 W),57246.91,Street Resurfacing
19,2025,Street Resurfacing Menu,ON E 114TH ST FROM S OAKLEY AVE  (2300 W) TO S WESTERN AVE  (2400 W),45366.75,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CAMPBELL AVE FROM W 105TH ST  (10500 S) TO W 106TH ST  (10600 S),56426.87,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CENTRAL PARK AVE FROM W 116TH PL  (11630 S) TO W 117TH ST  (11700 S),53439.73,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CHARLES ST FROM W 100TH PL  (10000 S) TO W 103RD ST  (10300 S),165328.03,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CHURCH ST FROM W MONTVALE AVE  (11300 S) TO W EDMAIRE ST  (11400 S),52083.75,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CLAREMONT AVE FROM 8930 S TO W 90TH ST  (9000 S),26863.94,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S CLAREMONT AVE FROM 9435 S TO W 94TH ST  (9400 S),34086.38,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S DRAKE AVE FROM W 109TH ST  (10900 S) TO W 110TH ST  (11000 S),63533.96,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S HAMILTON AVE FROM W 103RD ST  (10300 S) TO W 104TH ST  (10400 S),44567.72,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S HOYNE AVE FROM W 110TH PL  (11040 S) TO W 111TH ST  (11100 S),19230.47,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S HOYNE AVE FROM W 110TH ST  (10930 S) TO W 110TH PL  (11040 S),33205.53,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S MAPLEWOOD AVE FROM W 111TH ST  (11100 S) TO W 112TH ST  (11200 S),69229.95,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S OAKLEY AVE FROM W 100TH ST  (10000 S) TO W 101ST ST  (10100 S),22137.06,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S OAKLEY AVE FROM W 97TH ST  (9700 S) TO W 98TH ST  (9800 S),56244.84,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S PROSPECT AVE FROM W 99TH ST  (9900 S) TO W 100TH ST  (10000 S),68574.82,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S SPRINGFIELD AVE FROM W 104TH ST  (10400 S) TO W 105TH ST  (10500 S),87370.23,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S SPRINGFIELD AVE FROM W 106TH ST  (10600 S) TO W 107TH ST  (10700 S),62463.02,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S ST LOUIS AVE FROM W 110TH ST  (11000 S) TO W 111TH ST  (11100 S),64128.83,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W 110TH ST  (11000 S) TO W 112TH ST  (11200 S),112657.96,Street Resurfacing
19,2025,Street Resurfacing Menu,ON S WINCHESTER AVE FROM W 91ST ST  (9100 S) TO W 91ST ST  (9100 S),54282.59,Street Resurfacing
19,2025,Street Resurfacing Menu,ON W 104TH PL FROM S PROSPECT AVE  (1600 W) TO S WOOD ST  (1799 W),117338.05,Street Resurfacing
19,2025,Street Resurfacing Menu,ON W 106TH ST FROM S HARDING AVE  (3930 W) TO S PULASKI RD  (4000 W),49204.52,Street Resurfacing
19,2025,Street Resurfacing Menu,ON W 115TH ST FROM S BELL AVE  (2230 W) TO S OAKLEY AVE  (2300 W),65179.63,Street Resurfacing
