,ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2
33,26,Curb & Gutter Menu,1015-1021 N CAMPBELL AVE,2017,9931.4,21416,1015 N CAMPBELL AVE,1021 N CAMPBELL AVE,,,census,41.86920214700007,-87.68853290799996,census
191,25,Miscellaneous-CDOT,1200-1234 W 18 th St - Racine to Allport on North side,2008,15004.0,20155,1200 W 18 th St - Racine to Allport on North side,1234 W 18 th St - Racine to Allport on North side,,,census,,,census
196,2,Pole Painting,S UNION AVE & S DAN RYAN ENTR RP (1077 S) & S DAN RYAN ENTR RP (1250 S),2011,2700.0,1792,1077 S UNION AVE,1250 S UNION AVE,,,census,41.8656744,-87.6452224,google
197,2,Street Lighting,S UNION AVE & S DAN RYAN ENTR RP (1077 S) & S DAN RYAN ENTR RP (1250 S),2011,3600.0,1801,1077 S UNION AVE,1250 S UNION AVE,,,census,41.8656744,-87.6452224,google
210,26,Street Resurface Menu,N CAMPBELL AVE & W DIVISION ST (1200 N) & W POTOMAC AV (1300 N),2011,33195.0,21200,1200 N CAMPBELL AVE,1300 N CAMPBELL AVE,,,census,,,census
233,3,Sidewalk Menu,1240-1330 S STATE ST,2019,33179.48,2868,1240 S STATE ST,1330 S STATE ST,41.86625487600003,-87.62748378299995,census,,,census
234,3,Sidewalk Menu,1240-1330 S STATE ST,2019,6300.0,2873,1240 S STATE ST,1330 S STATE ST,41.86625487600003,-87.62748378299995,census,,,census
524,25,Street Resurface Menu(1-5),W 23RD ST & S DAMEN AV (2000 W) & S LEAVITT ST (2200 W),2011,106112.0,20482,2000 W 23RD ST,2200 W 23RD ST,41.85036896700007,-87.67583168099998,census,,,census
598,25,Alley Speed Hump Menu,2423-2425 S WENTWORTH AVE,2019,700.0,20735,2423 S WENTWORTH AVE,2425 S WENTWORTH AVE,,,census,,,census
605,25,Sidewalk Menu,2401-2447 W 24TH ST,2022,34232.86,20885,2401 W 24TH ST,2447 W 24TH ST,,,census,,,census
643,28,Sidewalk Menu,W 23RD ST & S WESTERN AV (2400 W) & S ROCKWELL ST (2600 W),2011,32323.0,22635,2400 W 23RD ST,2600 W 23RD ST,41.85021767500007,-87.68576998599997,census,,,census
738,12,Street Light Residential,ON 23 FROM S CALIFORNIA AV (2800 W) TO Dead End (2866 W),2013,72000.0,9300,E 23RD ST and S CALIFORNIA AV,2866 E 23RD ST,,,google,,,census
739,3,Sidewalk Menu - Change Order,ON S STATE ST FROM 2728 S TO 2890 S,2011,89995.0,2603,2728 S STATE ST,2890 S STATE ST,,,census,,,census
934,27,Street Speed Hump Menu,W OHIO ST & N ST LOUIS AV (3500 W) & N HOMAN AV (3400 W),2011,3700.0,21949,3500 W OHIO ST,3400 W OHIO ST,41.8919528,-87.7139665,google,,,census
975,27,Street Resurface Menu,W OHIO ST & N TRUMBULL AV (3432 W) & N ST LOUIS AV (3500 W),2011,39700.0,21946,3432 W OHIO ST,3500 W OHIO ST,,,census,41.8919528,-87.7139665,google
2137,1,Sidewalk Menu,N ASHLAND AVE & W CHICAGO AV (800 N) & W PEARSON ST (840 N),2011,80248.0,417,800 N ASHLAND AVE,840 N ASHLAND AVE,,,census,,,census
2138,1,Sidewalk Menu - Change Order,N ASHLAND AVE & W CHICAGO AV (800 N) & W PEARSON ST (840 N),2011,1526.0,420,800 N ASHLAND AVE,840 N ASHLAND AVE,,,census,,,census
2273,27,POD Camera,"Albany & Walnut - TPC = $20 ,000 (2009 , 2008 menu)",2010,19455.0,21905,Albany & Walnut,"Albany & TPC = $20 ,000 (2009 , 2008 menu)",41.8854175,-87.7037832,google,,,google
2274,27,POD Camera,"Albany & Walnut - TPC = $20 ,000 (2010 , 2009 , 2008 menu)",2009,413.0,21857,Albany & Walnut,"Albany & TPC = $20 ,000 (2010 , 2009 , 2008 menu)",41.8854175,-87.7037832,google,,,google
2275,27,POD Camera,"Albany & Walnut - TPC = $20 ,000 (2010 ,2009 ,2008 )",2008,132.0,21810,Albany & Walnut,"Albany & TPC = $20 ,000 (2010 ,2009 ,2008 )",41.8854175,-87.7037832,google,,,google
2278,35,Street Light Residential,ON ALBANY FROM W ARMITAGE AV (2000 N) TO W PALMER BV (2150 N),2012,96000.0,28508,ALBANY and W ARMITAGE AV,ALBANY and W PALMER BV,,,google,41.9206742,-87.7053041,google
2300,18,Street Light Residential,ON CALIFORNIA FROM W 83 ST (8300 S) TO W 84 ST (8381 S),2012,72000.0,14909,CALIFORNIA and W 83rd ST,CALIFORNIA and W 84th ST,,,google,,,google
2301,18,Street Light Residential,ON CALIFORNIA FROM W 84 ST (8381 S) TO W 85 ST (8461 S),2012,72000.0,14908,CALIFORNIA and W 84th ST,CALIFORNIA and W 85th ST,,,google,,,google
2302,18,Street Light Residential,ON CALIFORNIA FROM W 85 ST (8500 S) TO W 86 ST (8614 S),2012,72000.0,14911,CALIFORNIA and W 85th ST,CALIFORNIA and W 86th ST,,,google,,,google
2303,18,Street Light Residential,ON CALIFORNIA FROM W 86 ST (8614 S) TO W 87 ST (8700 S),2012,72000.0,14912,CALIFORNIA and W 86th ST,CALIFORNIA and W 87th ST,,,google,,,google
2304,28,Street Light Upgrade,ON CALIFORNIA FROM W FILLMORE ST (1028 S) TO W ROOSEVELT RD (1200 S),2012,2000.0,22698,CALIFORNIA and W FILLMORE ST,CALIFORNIA and W ROOSEVELT RD,,,google,,,google
2313,2,Street Light Pole Painting,ON CONGRESS FROM S MORGAN ST (1000 W) TO E EISENHOWER EXIT RP (1284 W),2012,5700.0,1894,CONGRESS and S MORGAN ST,CONGRESS and E EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,,,google
2314,2,Street Light Upgrade,ON CONGRESS FROM S MORGAN ST (1000 W) TO E EISENHOWER EXIT RP (1284 W),2012,7600.0,1917,CONGRESS and S MORGAN ST,CONGRESS and E EISENHOWER EXIT RP,41.87511055500005,-87.65183329099995,census,,,google
2393,9,Sidewalk Menu,E 101 PL-- S PRINCETON AV (300 W) -to- Dead End (350 W),2008,64538.0,6453,E 101st PL AND S PRINCETON AV,E 101st PL AND Dead End,41.7098123,-87.6307827,google,,,google
2470,9,Street Resurface Menu - Change Orde,E 107 PL-- S LANGLEY AV (700 E) -to- Dead End (850 E),2007,12607.0,6436,E 107th PL AND S LANGLEY AV,E 107th PL AND Dead End,41.7001154,-87.6062434,google,,,google
2471,9,Street Resurface Menu,E 107 PL-- S LANGLEY AV (700 E) -to- Dead End (850 E),2008,44051.0,6459,E 107th PL AND S LANGLEY AV,E 107th PL AND Dead End,41.7001154,-87.6062434,google,,,google
2523,9,Curb/Gutter Menu,E 112 ST-- S LANGLEY AV (700 E) -to- Dead End (704 E),2005,23402.0,6339,E 112th ST AND S LANGLEY AV,E 112th ST AND Dead End,41.6910075,-87.6059654,google,,,google
2533,10,Sidewalk Menu,E 113 ST-- S AVENUE H (3731 E) -to- Dead End (2645 E),2010,16649.0,7486,E 113th ST AND S AVENUE H,E 113th ST AND Dead End,41.6900137,-87.5328715,google,,,google
2534,10,Sidewalk Menu,E 113 ST-- S EWING AV (3632 E) -to- Dead End (2645 E),2009,20024.0,7435,E 113th ST AND S EWING AV,E 113th ST AND Dead End,41.6900321,-87.535272,google,,,google
2543,10,Sidewalk Menu,E 114 ST-- S AVENUE J (3700 E) -to- Dead End (1916 E),2010,17816.0,7487,E 114th ST AND S AVENUE J,E 114th ST AND Dead End,41.6881998,-87.5340343,google,,,google
3137,7,Street Lighting,E 71 ST-- S SOUTH SHORE DR (2533 E) -to- Dead End (2617 E),2007,25290.0,4933,E 71st ST AND S SOUTH SHORE DR,E 71st ST AND Dead End,41.7662783,-87.5628152,google,,,google
3140,5,Sidewalk Menu,E 71 ST-- S KENWOOD AV (1332 E) -to- S DORCHESTER AV (1400 E),2005,58852.0,3630,E 71st ST AND S KENWOOD AV,E 71st ST AND S DORCHESTER AV,,,google,41.7650993,-87.5909614,google
3145,7,Street Resurface Menu,E 72 PL-- S EXCHANGE AV (2508 E) -to- Dead End (2511 E),2005,5473.0,4826,E 72nd PL AND S EXCHANGE AV,E 72nd PL AND Dead End,41.7632437,-87.5637852,google,,,google
3146,7,Street Lighting,E 72 PL-- S SOUTH SHORE DR (2589 E) -to- Dead End (2596 E),2007,25000.0,4934,E 72nd PL AND S SOUTH SHORE DR,E 72nd PL AND Dead End,41.7652928,-87.5618289,google,,,google
3147,5,Sidewalk Menu,E 72 PL-- S WOODLAWN AV (1200 E) -to- Dead End (1214 E),2006,17312.0,3686,E 72nd PL AND S WOODLAWN AV,E 72nd PL AND Dead End,41.763255,-87.5957716,google,,,google
3178,7,Street Lighting,E 73 ST-- S SOUTH SHORE DR (2666 E) -to- Dead End (2666 E),2008,29759.0,4993,E 73rd ST AND S SOUTH SHORE DR,E 73rd ST AND Dead End,41.7640519,-87.5606023,google,,,google
3201,7,Street Lighting,E 74 ST-- S SOUTH SHORE DR (2728 E) -to- Dead End (2725 E),2008,29760.0,4994,E 74th ST AND S SOUTH SHORE DR,E 74th ST AND Dead End,41.7623309,-87.5589057,google,,,google
3385,6,Sidewalk Menu,E 84 ST-- DR. MARTIN LUTHER KING JR. DR (400 E) -to- Dead End (1009 E),2009,12898.0,4450,E 84th ST AND DR. MARTIN LUTHER KING JR. DR,E 84th ST AND Dead End,41.7419803,-87.6146848,google,,,google
3404,8,Curb/Gutter Menu,E 85 PL-- Dead End (1269 E) -to- S AVALON AV (1272 E),2009,15156.0,5731,E 85th PL AND Dead End,E 85th PL AND S AVALON AV,,,google,41.7391184,-87.5927824,google
3405,8,Curb/Gutter Menu,E 85 PL-- Dead End (1269 E) -to- S AVALON AV (1272 E),2010,14785.0,5769,E 85th PL AND Dead End,E 85th PL AND S AVALON AV,,,google,41.7391184,-87.5927824,google
3485,8,Street Light Residential Staggered Piggy Back Menu,ON E 88TH ST FROM 1200 east E TO S KIMBARK AVE (1300 E),2018,42000.0,6077,E 88TH ST and 1200 east E,E 88TH ST and S KIMBARK AVE,,,google,41.7349915,-87.5929535,google
3491,8,Sidewalk Menu,E 89 PL-- Dead End (1359 E) -to- S DORCHESTER AV (1400 E),2009,61945.0,5732,E 89th PL AND Dead End,E 89th PL AND S DORCHESTER AV,,,google,41.7322854,-87.590451,google
3621,8,Sidewalk Menu,E 95 PL-- S AVALON AV (1232 E) -to- Dead End (1266 E),2005,25726.0,5490,E 95th PL AND S AVALON AV,E 95th PL AND Dead End,41.7212892,-87.5935478,google,,,google
3642,7,Curb/Gutter Menu,E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E),2007,68198.0,4870,E 97th PL AND S CHAPPEL AV,E 97th PL AND Dead End,41.7179515,-87.5740203,google,,,google
3643,7,Sidewalk Menu,E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E),2008,13675.0,4960,E 97th PL AND S CHAPPEL AV,E 97th PL AND Dead End,41.7179515,-87.5740203,google,,,google
3644,10,Sidewalk Menu,E 97 ST-- S HOUSTON AV (3032 E) -to- Dead End (2643 E),2010,17671.0,7489,E 97th ST AND S HOUSTON AV,E 97th ST AND Dead End,41.7191145,-87.5496496,google,,,google
3655,8,Curb/Gutter Menu - Change Order,E 98 ST-- S AVALON AV (1232 E) -to- Dead End (1266 E),2008,3913.0,5671,E 98th ST AND S AVALON AV,E 98th ST AND Dead End,41.7167517,-87.5933989,google,,,google
3656,10,Sidewalk Menu,E 98 ST-- S ESCANABA AV (2900 E) -to- Dead End (2643 E),2010,36824.0,7490,E 98th ST AND S ESCANABA AV,E 98th ST AND Dead End,41.7172975,-87.5537607,google,,,google
3657,7,Miscellaneous-CDOT,E 98 ST-- S JEFFERY AV (2000 E) -to- Dead End (1266 E),2006,21736.0,4848,E 98th ST AND S JEFFERY AV,E 98th ST AND Dead End,41.7170664,-87.5752217,google,,,google
3675,9,Sidewalk Menu,E 99 PL-- S STATE ST (0 E) -to- Dead End (50 E),2006,34505.0,6393,E 99th PL AND S STATE ST,E 99th PL AND Dead End,41.7135313,-87.6236552,google,,,google
3778,42,Street Lighting,E GRAND AV-- N LAKE SHORE (L) DR(510 E) -to- N FAIRBANKS CT (300 E),2010,5600.0,33797,E GRAND AV AND N LAKE SHOREDR,E GRAND AV AND N FAIRBANKS CT,,,google,41.89180514800006,-87.62023295599994,census
3779,42,Street Lighting,E GRAND AV-- N LAKE SHORE (L) DR(510 E) -to- N FAIRBANKS CT (300 E),2010,18900.0,33798,E GRAND AV AND N LAKE SHOREDR,E GRAND AV AND N FAIRBANKS CT,,,google,41.89180514800006,-87.62023295599994,census
3780,42,Pole Painting,E GRAND AV-- N FAIRBANKS CT (300 E) -to- N LAKE SHORE (L) DR(510 E),2010,8350.0,33789,E GRAND AV AND N FAIRBANKS CT,E GRAND AV AND N LAKE SHOREDR,41.89180514800006,-87.62023295599994,census,,,google
3781,42,Pole Painting,E GRAND AV-- N FAIRBANKS CT (300 E) -to- N LAKE SHORE (L) DR(510 E),2010,4200.0,33790,E GRAND AV AND N FAIRBANKS CT,E GRAND AV AND N LAKE SHOREDR,41.89180514800006,-87.62023295599994,census,,,google
3782,42,Curb/Gutter Menu,E GRAND AV-- N MCCLURG CT (400 E) -to- N LAKE SHORE (L) DR(510 E),2005,10000.0,33448,E GRAND AV AND N MCCLURG CT,E GRAND AV AND N LAKE SHOREDR,41.89184936600003,-87.61769238699998,census,,,google
3802,42,Street Resurface Menu,E HURON ST-- N COLUMBUS DR (301 E) -to- N MCCLURG CT (400 E),2005,29335.0,33490,E HURON ST AND N COLUMBUS DR,E HURON ST AND N MCCLURG CT,,,google,41.8950489,-87.6177852,google
3812,42,Curb/Gutter Menu,E ILLINOIS ST-- N WABASH (L) AV(44 E) -to- N WABASH (L) AV(44 E),2005,10000.0,33452,E ILLINOIS ST AND N WABASHAV,E ILLINOIS ST AND N WABASHAV,,,google,,,google
3831,43,Sidewalk Menu,E NORTH AV-- N ASTOR ST (35 E) -to- Dead End (47 E),2008,9030.0,34491,E NORTH AV AND N ASTOR ST,E NORTH AV AND Dead End,41.91124532300006,-87.62766170799995,census,,,google
3837,42,Street Lighting,E NORTH WATER ST-- N NEW ST (336 E) -to- E NORTH WATER (L) ST(284 E),2010,42000.0,33800,E NORTH WATER ST AND N NEW ST,E NORTH WATER ST AND E NORTH WATERST,41.8895154,-87.6185561,google,,,google
3972,49,Chicago Park District,IBeach access ramp & boardwalk-Jarvis & Lake and,2011,97000.0,39306,IBeach access ramp & boardwalk-Jarvis,IBeach access ramp & Lake and,42.0159136,-87.669144,google,,,google
4030,11,Schools,McInerney Playlot-4400 S Halsted & Emerald,2007,10000.0,8173,McInerney Playlot & 4400 S Halsted,McInerney Playlot & Emerald,,,google,,,google
4179,45,Street Resurface Menu,N AUSTIN AV-- Dead End (5422 N) -to- N NORTHWEST HW (5475 N),2007,11524.0,36117,N AUSTIN AV AND Dead End,N AUSTIN AV AND N NORTHWEST HW,,,google,41.98058838000003,-87.77808589299997,census
4260,45,Street Resurfacing Menu (1-5),ON N AVONDALE AVE FROM N MOODY AVE (5500 N) TO N AUSTIN AV JFK XR (5430 N),2016,126725.1,36541,N AVONDALE AVE and N MOODY AVE,N AVONDALE AVE and N AUSTIN AV JFK XR,41.98091801000004,-87.78219421799997,census,,,google
4309,39,Street Resurface Menu,N BERNARD ST-- W AINSLIE ST (4900 N) -to- Dead End (4947 N),2005,18329.0,31329,N BERNARD ST AND W AINSLIE ST,N BERNARD ST AND Dead End,41.97021305000004,-87.71463599099997,census,,,google
4310,39,Pole Painting,N BERNARD ST-- W LAWRENCE AV (4800 N) -to- Dead End (4947 N),2008,3000.0,31471,N BERNARD ST AND W LAWRENCE AV,N BERNARD ST AND Dead End,41.96839204100007,-87.71458775199994,census,,,google
4438,35,Sidewalk Menu,N CALIFORNIA AV-- W DIVERSEY AV (2800 N) -to- W KENNEDY ENTR RP (2916 N),2010,15776.0,28394,N CALIFORNIA AV AND W DIVERSEY AV,N CALIFORNIA AV AND W KENNEDY ENTR RP,41.932109,-87.6976128,google,,,google
4439,2,Street Lighting,N CALIFORNIA AV-- W MADISON ST (0 N) -to- W KENNEDY ENTR RP (2916 N),2008,5400.0,1395,N CALIFORNIA AV AND W MADISON ST,N CALIFORNIA AV AND W KENNEDY ENTR RP,41.8810889,-87.6962626,google,,,google
4462,43,Pole Painting,N CAMBRIDGE AV-- W BELDEN AV (2300 N) -to- Dead End (2315 N),2006,600.0,34405,N CAMBRIDGE AV AND W BELDEN AV,N CAMBRIDGE AV AND Dead End,41.92372707300007,-87.64221771999996,census,,,google
4802,43,Bollard Menu,ON N COMMONWEALTH AVE FROM 2376 N TO W BELDEN AV (2300 N),2012,1260.0,34744,2376 N COMMONWEALTH AVE,N COMMONWEALTH AVE and W BELDEN AV,,,census,41.92379541100007,-87.63804909699996,census
4899,39,Pole Painting,N DRAKE AV-- W LAWRENCE AV (4800 N) -to- Dead End (5007 N),2008,3000.0,31475,N DRAKE AV AND W LAWRENCE AV,N DRAKE AV AND Dead End,41.96836792200003,-87.71703184399996,census,,,google
4915,39,Street Resurface Menu,N DRAKE AV-- Dead End (5032 N) -to- W FOSTER AV (5200 N),2009,72809.0,31528,N DRAKE AV AND Dead End,N DRAKE AV AND W FOSTER AV,,,google,41.9756614,-87.7172422,google
5145,46,Street Resurface Menu,N GLENWOOD AV-- Dead End (4966 N) -to- W CARMEN AV (5100 N),2009,67002.0,36879,N GLENWOOD AV AND Dead End,N GLENWOOD AV AND W CARMEN AV,,,google,41.9745372,-87.6647001,google
5274,39,Street Resurface Menu,N HAMLIN AV-- W ARGYLE ST (5000 N) -to- Dead End (5111 N),2006,28639.0,31366,N HAMLIN AV AND W ARGYLE ST,N HAMLIN AV AND Dead End,41.9719379,-87.7232219,google,,,google
5331,31,Street Resurface Menu,N HARDING AV-- Dead End (1853 N) -to- W BELMONT AV (3200 N),2009,35815.0,25088,N HARDING AV AND Dead End,N HARDING AV AND W BELMONT AV,,,google,41.9391123,-87.7259572,google
5337,30,Street Resurface Menu,N HARDING AV-- Dead End (1853 N) -to- W CORTLAND ST (1900 N),2006,24286.0,23879,N HARDING AV AND Dead End,N HARDING AV AND W CORTLAND ST,,,google,41.91536168700003,-87.72528065199998,census
5340,27,Curb/Gutter Menu,N HARDING AV-- Dead End (452 N) -to- W FERDINAND ST (500 N),2007,40360.0,21722,N HARDING AV AND Dead End,N HARDING AV AND W FERDINAND ST,,,google,41.88987560200008,-87.72470178899994,census
5550,44,Street Lighting,N HUDSON AV-- Dead End (3169 N) -to- W BELMONT AV (3200 N),2007,28333.0,35305,N HUDSON AV AND Dead End,N HUDSON AV AND W BELMONT AV,,,google,41.9400879,-87.6409034,google
6050,30,Diagonal Parking Menu,N KILDARE AV-- W ARMITAGE AV (2000 N) -to- Dead End (3121 N),2005,29000.0,23799,N KILDARE AV AND W ARMITAGE AV,N KILDARE AV AND Dead End,41.9170927,-87.7338926,google,,,google
6736,50,Sidewalk Menu,ON N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE FROM N HOYNE AVE (2100 W) TO N,2014,29716.0,39963,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W THOME AVE TO W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE,N LEAVITT ST FROM W THOME AVE (6230 N) TO W ROSEMONT AVE (6300 N) ON W GRANVILLE AVE and W ROSEMONT AVE ON W GRANVILLE AVE FROM N HOYNE AVE TO N,41.9096503,-87.6777658,google,,,google
7171,29,Street Lighting,N MAJOR AV-- W NORTH AV (1600 N) -to- Dead End (1721 N),2008,97500.0,23227,N MAJOR AV AND W NORTH AV,N MAJOR AV AND Dead End,41.9093978,-87.7679219,google,,,google
7236,41,Street Resurfacing Menu,ON N MANKATO AVE FROM N IONIA AVE (7200 N) TO N HIAWATHA AVE (7130 N),2021,90297.08,33377,N MANKATO AVE and N IONIA AVE,N MANKATO AVE and AVE FROM N IONIA AVE TO N HIAWATHA AVE,42.01174652600002,-87.77696434399996,census,,,google
8406,41,Street Resurface Menu,N ODELL AV-- Dead End (5952 N) -to- W PETERSON AV (6000 N),2006,19334.0,32813,N ODELL AV AND Dead End,N ODELL AV AND W PETERSON AV,,,google,41.98989441900005,-87.81008017599999,census
8878,44,Street Lighting,N PINE GROVE AV-- Dead End (3169 N) -to- W BELMONT AV (3200 N),2007,28333.0,35308,N PINE GROVE AV AND Dead End,N PINE GROVE AV AND W BELMONT AV,,,google,41.94008399500007,-87.64197652699994,census
9664,39,Pole Painting,N ST LOUIS AV-- W LAWRENCE AV (4800 N) -to- Dead End (4925 N),2008,3000.0,31480,N ST LOUIS AV AND W LAWRENCE AV,N ST LOUIS AV AND Dead End,41.968379982000044,-87.71580577799995,census,,,google
9873,27,Street Speed Hump Menu,N TROY ST-- W FRANKLIN (N) SD(504 N) -to- W OHIO ST (600 N) 2,2009,3500.0,21837,N TROY ST AND W FRANKLINSD,N TROY ST AND W OHIO ST,,,google,41.89191368500008,-87.70521337499997,census
10049,41,Street Resurfacing Menu,ON N WESLEY TR FROM W FOSTER AV (5200 N) TO CITY LIMITS (0 N),2012,6950.0,33110,N WESLEY TR and W FOSTER AV,N WESLEY TR and CITY LIMITS,41.97326816500004,-87.86406726299998,census,,,google
10286,36,Miscellaneous-CDOT,N. Oak & Belden & Railroad Track,2008,2000.0,29195,N. Oak & Belden,N. Oak & Railroad Track,,,google,41.9815154,-87.9396873,google
10342,42,Street Light Pole Painting,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,3300.0,33887,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,,,google
10343,42,Street Light Upgrade,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,7200.0,33896,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,,,google
10344,42,Traffic Equipment,ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST (300 W),2012,6050.0,33904,OHIO and N CLARK ST,OHIO and N FRANKLIN ST,41.892428230000064,-87.63114292999995,census,,,google
10346,45,Chicago Park District,Our Lady of Victory & St Johns Food PantryGarden - rain barrels. planting,2013,2500.0,36388,Our Lady of Victory & St Johns Food PantryGarden,Our Lady of Victory & rain barrels. planting,,,google,41.9619884,-87.758604,google
10361,3,Street Light Upgrade,ON PRINCETON FROM W GARFIELD BV (5500 S) TO W 57 ST (5700 S),2012,2100.0,2651,PRINCETON and W GARFIELD BV,PRINCETON and W 57th ST,41.7941746,-87.6548894,google,,,google
10656,2,Traffic Equipment,W ROOSEVELT RD & S ASHLAND & W AVE,2012,3500.0,1946,S ASHLAND & W ROOSEVELT RD,S ASHLAND & W AVE,41.8667957,-87.666311,google,,,google
10657,2,Street Lighting,S ASHLAND AV-- W EISENHOWER EXIT RP (416 S) -to- E EISENHOWER ENTR RP (466 S),2009,5400.0,1566,S ASHLAND AV AND W EISENHOWER EXIT RP,S ASHLAND AV AND E EISENHOWER ENTR RP,,,google,41.9090349,-87.7903483,google
10670,2,Pole Painting,S ASHLAND AV-- E EISENHOWER ENTR RP (466 S) -to- W EISENHOWER EXIT RP (416 S),2007,1200.0,1111,S ASHLAND AV AND E EISENHOWER ENTR RP,S ASHLAND AV AND W EISENHOWER EXIT RP,41.9090349,-87.7903483,google,,,google
10694,2,Alley Apron Menu,ON S ASHLAND AVE FROM 333 S TO W JACKSON BV (300 S),2012,11545.0,1845,333 S ASHLAND AVE,S ASHLAND AVE and W JACKSON BV,,,census,41.8776134,-87.6667468,google
10772,10,Street Speed Hump Menu,S AVENUE F-- Dead End (11162 S) -to- E 112 ST (11200 S) 2,2007,3300.0,7345,S AVENUE F AND Dead End,S AVENUE F AND E 112th ST,,,google,41.6918257,-87.5305171,google
10874,22,Street Speed Hump Menu,S AVERS AV-- W CERMAK RD (2200 S) -to- Dead End (2255 S) 2,2010,3700.0,17538,S AVERS AV AND W CERMAK RD,S AVERS AV AND Dead End,41.8516172,-87.7211,google,,,google
10877,19,Street Resurface Menu,S AVERS AV-- Dead End (10560 S) -to- W 106 ST (10600 S),2006,19944.0,15339,S AVERS AV AND Dead End,S AVERS AV AND W 106th ST,,,google,41.7004536,-87.7170155,google
10878,19,Street Resurface Menu,S AVERS AV-- Dead End (10662 S) -to- W 107 ST (10700 S),2008,30446.0,15402,S AVERS AV AND Dead End,S AVERS AV AND W 107th ST,,,google,41.69862946100005,-87.71691124699998,census
10909,10,Curb/Gutter Menu,S BALTIMORE AV-- Dead End (12957 S) -to- E 130 ST (13000 S),2010,20867.0,7481,S BALTIMORE AV AND Dead End,S BALTIMORE AV AND E 130th ST,,,google,41.65915818700006,-87.54713130499994,census
10910,10,Sidewalk Menu,S BALTIMORE AV-- Dead End (12957 S) -to- E 130 ST (13000 S),2010,72732.0,7496,S BALTIMORE AV AND Dead End,S BALTIMORE AV AND E 130th ST,,,google,41.65915818700006,-87.54713130499994,census
10916,10,Street Resurfacing Menu,ON S BALTIMORE AVE FROM E 130 ST (13000 S) TO E 129 ST (12900 S),2012,21217.0,7606,S BALTIMORE AVE and E 130th ST,S BALTIMORE AVE and E 129th ST,41.65915818700006,-87.54713130499994,census,,,google
10941,19,Street Resurface Menu,S BELL AV-- Dead End (8966 S) -to- W 91 ST (9100 S),2008,63688.0,15403,S BELL AV AND Dead End,S BELL AV AND W 91st ST,,,google,41.72829221000006,-87.67863789999996,census
10976,12,Street Resurfacing Menu,ON S BELL AVE FROM W 34 ST (3400 S) TO W 35 ST (3500 S) ON W 35TH ST FROM S FRANCISCO AV (2900 W) TO S,2013,33486.0,9280,S BELL AVE FROM W 34th ST (3400 S) TO W 35th ST (3500 S) ON W 35TH ST and W 34th ST TO W 35th ST ON W 35TH ST FROM S FRANCISCO AV,S BELL AVE FROM W 34th ST (3400 S) TO W 35th ST (3500 S) ON W 35TH ST and W 35th ST ON W 35TH ST FROM S FRANCISCO AV TO S,41.8737592,-87.6985557,google,,,google
11015,21,Sidewalk Menu,S BEVERLY AV-- S ASHLAND AV (9510 S) -to- Dead End (9366 S),2010,20383.0,16784,S BEVERLY AV AND S ASHLAND AV,S BEVERLY AV AND Dead End,41.72108857200004,-87.66267894699996,census,,,google
11246,9,Street Lighting,S CALUMET AV-- E 117 ST (11704 S) -to- E 118 ST (11800 S),2010,800.0,6544,S CALUMET AV AND E 117th ST,S CALUMET AV AND E 118th ST,41.6813942,-87.6147055,google,,,google
11288,9,Street Resurfacing Menu,ON S CALUMET AVE FROM E 117 ST (11704 S) TO E 118 ST (11800 S),2013,30457.0,6619,S CALUMET AVE and E 117th ST,S CALUMET AVE and E 118th ST,41.6813942,-87.6147055,google,,,google
11348,2,Pole Painting,S CAMPBELL AV-- W HARRISON ST (600 S) -to- W EISENHOWER ENTR RP (416 S),2008,1200.0,1310,S CAMPBELL AV AND W HARRISON ST,S CAMPBELL AV AND W EISENHOWER ENTR RP,41.8738629,-87.6886602,google,,,google
11349,2,Pole Painting,S CAMPBELL AV-- W MADISON ST (0 N) -to- W EISENHOWER ENTR RP (416 S),2008,3800.0,1311,S CAMPBELL AV AND W MADISON ST,S CAMPBELL AV AND W EISENHOWER ENTR RP,41.881145,-87.6888458,google,,,google
11576,18,Street Lighting,S CHRISTIANA AV-- W 79 ST (7900 S) -to- Dead End (7978 S),2010,2000.0,14822,S CHRISTIANA AV AND W 79th ST,S CHRISTIANA AV AND Dead End,41.74974634900008,-87.70604951099995,census,,,google
